                  N2	                   H	                  O2	                   O	                  OH	                  H2	                 H2O	                  AR	                  HE	                 HO2	                H2O2	                  CO	                 CO2	                 HCO	                   C	                  CH	               TXCH2	                 CH3	                CH2O	                HCCO	                 C2H	               CH2CO	                C2H2	               SXCH2	               CH3OH	               CH2OH	                CH3O	                 CH4	               CH3O2	                C2H3	                C2H4	                C2H5	               HCCOH	              CH2CHO	              CH3CHO	                H2C2	               C2H5O	              NXC3H7	                C2H6	                C3H8	                C3H6	                C3H3	              PXC3H4	              AXC3H4	              SXC3H5	              NXC4H3	             C2H3CHO	              AXC3H5	                 C2O	                C4H4	                C3H2	               C3H2O	                C4H2	              IXC4H3	              TXC3H5	               C3H5O	                 C4H	                C8H2	                C6H2	                C4H6	              NXC4H5	              IXC4H5	             A1XC6H6	             C5H4CH2	            A1XXC6H5	              A1C2H2	              A1C2H3	               A1C2H	              A1C2HY	             A1C2H3Y	                C5H6	                C5H5	             TXC5H5O	               C5H4O	             SXC5H5O	                C9H8	                C9H7	               A1CH2	               C9H6O	              OXC6H4	               A1CH3	                A1OH	             HOA1CH3	              OA1CH3	              A1CH2O	             A1CH2OH	               A1CHO	           A1OXC6H5O	              A1CH3Y	              A1C2H4	              A1C2H5	              C8H9O2	             C8H8OOH	            OC8H7OOH	            A1CH3CH3	            A1CH3CH2	            A1CH3CHO	            A1CHOCH2	            A1CHOCHO	              OC6H4O
      1.88078462E-04	      1.26244770E-03	      1.85349012E-04	      2.87292964E-04	      2.79957462E-04	      7.25142400E-04	      2.82927022E-04	      1.76057228E-04	      5.64511690E-04	      1.83242475E-04	      1.81238435E-04	      1.86936605E-04	      1.55053849E-04	      1.86831682E-04	      2.86858103E-04	      3.14038237E-04	      2.40390811E-04	      2.33302393E-04	      1.84437732E-04	      2.11634303E-04	      1.77712914E-04	      1.50805619E-04	      1.74993225E-04	      2.40390811E-04	      1.78630546E-04	      1.78303201E-04	      1.78303201E-04	      2.29530880E-04	      1.56153526E-04	      1.72438061E-04	      1.74608020E-04	      1.61041086E-04	      1.50805619E-04	      1.49592375E-04	      1.48425408E-04	      1.74993225E-04	      1.34735176E-04	      1.22501926E-04	      1.58981227E-04	      1.21547505E-04	      1.23494160E-04	      1.32169444E-04	      1.31000343E-04	      1.31000343E-04	      1.24526602E-04	      1.11637512E-04	      1.12972990E-04	      1.24526602E-04	      1.57998631E-04	      1.10942867E-04	      1.52000378E-04	      1.18645519E-04	      1.12355576E-04	      1.11637512E-04	      1.24526602E-04	      1.15326309E-04	      1.13098311E-04	      8.49173023E-05	      9.99083818E-05	      1.09619248E-04	      1.10270475E-04	      1.10270475E-04	      9.65107037E-05	      9.65107037E-05	      9.68498164E-05	      7.93772021E-05	      7.91968005E-05	      8.35169866E-05	      8.37130393E-05	      7.93772021E-05	      1.02801667E-04	      1.03261996E-04	      9.89482832E-05	      9.92772495E-05	      8.69460996E-05	      7.49350365E-05	      7.50790935E-05	      8.64671255E-05	      7.31436492E-05	      9.71966830E-05	      8.62303009E-05	      8.22666455E-05	      8.29974888E-05	      8.31758730E-05	      8.31758730E-05	      8.29974888E-05	      8.33572534E-05	      8.24854464E-05	      8.64671255E-05	      7.90194576E-05	      7.88450948E-05	      7.46170299E-05	      7.46170299E-05	      7.31347639E-05	      7.88450948E-05	      7.90194576E-05	      7.66963813E-05	      7.68362019E-05	      7.49520529E-05	      8.90116687E-05
      1.63298620E-04	      1.11188370E-03	      1.59994609E-04	      2.50224855E-04	      2.43532241E-04	      6.45541079E-04	      2.45332875E-04	      1.50639028E-04	      4.98707831E-04	      1.58021632E-04	      1.56142830E-04	      1.62360372E-04	      1.32849663E-04	      1.61994555E-04	      2.52858316E-04	      2.74562678E-04	      2.12526059E-04	      2.05994133E-04	      1.59755700E-04	      1.78995001E-04	      1.55564593E-04	      1.29703825E-04	      1.53018092E-04	      2.12526059E-04	      1.54478071E-04	      1.54455505E-04	      1.54455505E-04	      2.02291650E-04	      1.33266068E-04	      1.50623068E-04	      1.52160427E-04	      1.40651531E-04	      1.29703825E-04	      1.28550792E-04	      1.27440799E-04	      1.53018092E-04	      1.16088402E-04	      1.06258500E-04	      1.38710898E-04	      1.05342095E-04	      1.07210407E-04	      1.14824426E-04	      1.13707889E-04	      1.13707889E-04	      1.08200038E-04	      9.63782843E-05	      9.69957920E-05	      1.08200038E-04	      1.35926717E-04	      9.57059830E-05	      1.31360074E-04	      1.01840683E-04	      9.70727215E-05	      9.63782843E-05	      1.08200038E-04	      9.88290615E-05	      9.77904623E-05	      7.15989939E-05	      8.49491637E-05	      9.44235041E-05	      9.50547284E-05	      9.50547284E-05	      8.19455766E-05	      8.19455766E-05	      8.22796522E-05	      6.69337606E-05	      6.67528072E-05	      7.03134261E-05	      7.05095114E-05	      6.69337606E-05	      8.78460896E-05	      8.82960283E-05	      8.37501648E-05	      8.40742762E-05	      7.40016456E-05	      6.29336473E-05	      6.30790315E-05	      7.31436492E-05	      6.11209129E-05	      8.26211740E-05	      7.29079376E-05	      6.96129625E-05	      6.96783357E-05	      6.98571522E-05	      6.98571522E-05	      6.96783357E-05	      7.00388962E-05	      6.98313208E-05	      7.31436492E-05	      6.65748453E-05	      6.63997994E-05	      6.21308768E-05	      6.21308768E-05	      6.06221559E-05	      6.63997994E-05	      6.65748453E-05	      6.42363661E-05	      6.43775113E-05	      6.24709515E-05	      7.45051665E-05
      2.09607965E-04	      1.40168086E-03	      2.07371266E-04	      3.20466918E-04	      3.12521903E-04	      7.97371155E-04	      3.16609657E-04	      1.98055154E-04	      6.24454831E-04	      2.05130180E-04	      2.02999331E-04	      2.08277466E-04	      1.74043871E-04	      2.08404306E-04	      3.17089345E-04	      3.49480808E-04	      2.64883819E-04	      2.57276699E-04	      2.05856316E-04	      2.40405713E-04	      1.96842383E-04	      1.68806086E-04	      1.93953865E-04	      2.64883819E-04	      1.99537969E-04	      1.98939139E-04	      1.98939139E-04	      2.53438508E-04	      1.75741022E-04	      1.91241805E-04	      1.93983050E-04	      1.78520035E-04	      1.68806086E-04	      1.67528061E-04	      1.66299367E-04	      1.93953865E-04	      1.50477155E-04	      1.36101928E-04	      1.76341359E-04	      1.35105028E-04	      1.37138815E-04	      1.46792506E-04	      1.45567019E-04	      1.45567019E-04	      1.38218239E-04	      1.24297385E-04	      1.26232729E-04	      1.38218239E-04	      1.76907064E-04	      1.23575357E-04	      1.69618721E-04	      1.32657712E-04	      1.25044067E-04	      1.24297385E-04	      1.38218239E-04	      1.29041157E-04	      1.25816732E-04	      9.56124732E-05	      1.12150422E-04	      1.22200406E-04	      1.22876749E-04	      1.22876749E-04	      1.08384564E-04	      1.08384564E-04	      1.08733623E-04	      8.93005727E-05	      8.91169059E-05	      9.40969418E-05	      9.42969695E-05	      8.93005727E-05	      1.15088978E-04	      1.15564885E-04	      1.11360456E-04	      1.11699224E-04	      9.73943980E-05	      8.44362770E-05	      8.45824330E-05	      9.71966830E-05	      8.26211740E-05	      1.09090769E-04	      9.69544353E-05	      9.24058830E-05	      9.36538019E-05	      9.38356161E-05	      9.38356161E-05	      9.36538019E-05	      9.40205227E-05	      9.26292584E-05	      9.71966830E-05	      8.89363921E-05	      8.87589494E-05	      8.44683079E-05	      8.44683079E-05	      8.29700048E-05	      8.87589494E-05	      8.89363921E-05	      8.65754494E-05	      8.67173508E-05	      8.48073998E-05	      1.00693672E-04
      1.87836349E-04	      1.26237214E-03	      1.85085312E-04	      2.87058143E-04	      2.79716482E-04	      7.25056537E-04	      2.82671430E-04	      1.75763460E-04	      5.64381825E-04	      1.82975739E-04	      1.80968745E-04	      1.86696028E-04	      1.54777371E-04	      1.86584672E-04	      2.86675315E-04	      3.13823429E-04	      2.40215341E-04	      2.33121588E-04	      1.84187512E-04	      2.11274582E-04	      1.77503321E-04	      1.50544977E-04	      1.74780370E-04	      2.40215341E-04	      1.78376158E-04	      1.78055241E-04	      1.78055241E-04	      2.29342852E-04	      1.55862456E-04	      1.72222048E-04	      1.74383051E-04	      1.60827941E-04	      1.50544977E-04	      1.49329616E-04	      1.48160579E-04	      1.74780370E-04	      1.34491089E-04	      1.22286608E-04	      1.58765316E-04	      1.21330493E-04	      1.23280575E-04	      1.31952364E-04	      1.30781322E-04	      1.30781322E-04	      1.24314790E-04	      1.11417982E-04	      1.12737358E-04	      1.24314790E-04	      1.57734664E-04	      1.10721959E-04	      1.51755276E-04	      1.18403647E-04	      1.12137452E-04	      1.11417982E-04	      1.24314790E-04	      1.15083106E-04	      1.12881622E-04	      8.46761432E-05	      9.96630192E-05	      1.09395668E-04	      1.10048218E-04	      1.10048218E-04	      9.62667299E-05	      9.62667299E-05	      9.66066989E-05	      7.91463357E-05	      7.89654067E-05	      8.32752008E-05	      8.34718213E-05	      7.91463357E-05	      1.02564977E-04	      1.03026364E-04	      9.86930877E-05	      9.90229017E-05	      8.67218587E-05	      7.47049774E-05	      7.48494771E-05	      8.62303009E-05	      7.29079376E-05	      9.69544353E-05	      8.59928241E-05	      8.20376932E-05	      8.27507351E-05	      8.29296500E-05	      8.29296500E-05	      8.27507351E-05	      8.31115678E-05	      8.22571031E-05	      8.62303009E-05	      7.87875429E-05	      7.86126657E-05	      7.43713882E-05	      7.43713882E-05	      7.28841266E-05	      7.86126657E-05	      7.87875429E-05	      7.64574204E-05	      7.65976772E-05	      7.47075128E-05	      8.87470817E-05
      1.78068186E-04	      1.18735463E-03	      1.75257431E-04	      2.70964140E-04	      2.64012232E-04	      6.86067255E-04	      2.66521284E-04	      1.66231265E-04	      5.32713590E-04	      1.73248952E-04	      1.71338016E-04	      1.77014963E-04	      1.46700016E-04	      1.76840071E-04	      2.71612770E-04	      2.96304116E-04	      2.28182459E-04	      2.21425034E-04	      1.74556558E-04	      1.98756684E-04	      1.68722717E-04	      1.42855362E-04	      1.66122721E-04	      2.28182459E-04	      1.69060258E-04	      1.68824884E-04	      1.68824884E-04	      2.17755925E-04	      1.47597800E-04	      1.63679751E-04	      1.65616179E-04	      1.52978344E-04	      1.42855362E-04	      1.41694419E-04	      1.40577667E-04	      1.66122721E-04	      1.27871578E-04	      1.16570238E-04	      1.51006408E-04	      1.15652661E-04	      1.17524091E-04	      1.25694263E-04	      1.24571720E-04	      1.24571720E-04	      1.18516514E-04	      1.06252370E-04	      1.07388990E-04	      1.18516514E-04	      1.49585917E-04	      1.05583599E-04	      1.44128803E-04	      1.12702351E-04	      1.06943637E-04	      1.06252370E-04	      1.18516514E-04	      1.09555041E-04	      1.07658602E-04	      8.07681529E-05	      9.49528901E-05	      1.04309146E-04	      1.04936205E-04	      1.04936205E-04	      9.17441398E-05	      9.17441398E-05	      9.20712800E-05	      7.55691985E-05	      7.53945093E-05	      7.94349333E-05	      7.96245754E-05	      7.55691985E-05	      9.77543794E-05	      9.81980043E-05	      9.39762911E-05	      9.42934516E-05	      8.28028521E-05	      7.13498621E-05	      7.14895040E-05	      8.22666455E-05	      6.96129625E-05	      9.24058830E-05	      8.20376932E-05	      7.83271205E-05	      7.89112879E-05	      7.90838539E-05	      7.90838539E-05	      7.89112879E-05	      7.92593118E-05	      7.85388476E-05	      8.22666455E-05	      7.52227752E-05	      7.50539205E-05	      7.09573268E-05	      7.09573268E-05	      6.95201220E-05	      7.50539205E-05	      7.52227752E-05	      7.29725388E-05	      7.31080096E-05	      7.12820870E-05	      8.45051433E-05
      1.84567213E-04	      1.26136102E-03	      1.81521123E-04	      2.83898397E-04	      2.76472843E-04	      7.23907024E-04	      2.79230029E-04	      1.71785593E-04	      5.62641807E-04	      1.79369636E-04	      1.77321832E-04	      1.83447635E-04	      1.51030429E-04	      1.83248561E-04	      2.84218958E-04	      3.10935792E-04	      2.37855734E-04	      2.30689434E-04	      1.80807175E-04	      2.06402534E-04	      1.74675533E-04	      1.47014096E-04	      1.71907797E-04	      2.37855734E-04	      1.74937789E-04	      1.74704600E-04	      1.74704600E-04	      2.26812723E-04	      1.51915376E-04	      1.69306075E-04	      1.71345377E-04	      1.57949163E-04	      1.47014096E-04	      1.45769299E-04	      1.44571476E-04	      1.71907797E-04	      1.31182426E-04	      1.19369089E-04	      1.55848443E-04	      1.18389414E-04	      1.20387146E-04	      1.29013498E-04	      1.27815533E-04	      1.27815533E-04	      1.21446004E-04	      1.08438735E-04	      1.09536719E-04	      1.21446004E-04	      1.54160286E-04	      1.07723465E-04	      1.48437788E-04	      1.15119416E-04	      1.09177840E-04	      1.08438735E-04	      1.21446004E-04	      1.11779059E-04	      1.09942045E-04	      8.13816170E-05	      9.63208703E-05	      1.06359790E-04	      1.07030850E-04	      1.07030850E-04	      9.29416772E-05	      9.29416772E-05	      9.32937638E-05	      7.59907612E-05	      7.58023006E-05	      7.99707162E-05	      8.01754409E-05	      7.59907612E-05	      9.93447032E-05	      9.98209758E-05	      9.52137441E-05	      9.55555680E-05	      8.36645510E-05	      7.15565283E-05	      7.17073729E-05	      8.29974888E-05	      6.96783357E-05	      9.36538019E-05	      8.27507351E-05	      7.89112879E-05	      7.93763347E-05	      7.95628381E-05	      7.95628381E-05	      7.93763347E-05	      7.97524360E-05	      7.91393660E-05	      8.29974888E-05	      7.56169971E-05	      7.54347701E-05	      7.10039204E-05	      7.10039204E-05	      6.94445768E-05	      7.54347701E-05	      7.56169971E-05	      7.31859992E-05	      7.33325132E-05	      7.13559094E-05	      8.51288236E-05
      1.84745828E-04	      1.26141583E-03	      1.81716034E-04	      2.84070503E-04	      2.76649569E-04	      7.23969355E-04	      2.79417581E-04	      1.72003485E-04	      5.62736224E-04	      1.79566882E-04	      1.77521353E-04	      1.83625116E-04	      1.51235830E-04	      1.83430877E-04	      2.84352596E-04	      3.11092941E-04	      2.37984185E-04	      2.30821873E-04	      1.80991950E-04	      2.06669460E-04	      1.74829924E-04	      1.47207581E-04	      1.72064671E-04	      2.37984185E-04	      1.75125821E-04	      1.74887793E-04	      1.74887793E-04	      2.26950536E-04	      1.52131866E-04	      1.69465358E-04	      1.71511347E-04	      1.58106488E-04	      1.47207581E-04	      1.45964434E-04	      1.44768226E-04	      1.72064671E-04	      1.31363836E-04	      1.19528994E-04	      1.56007886E-04	      1.18550641E-04	      1.20545701E-04	      1.29174449E-04	      1.27977991E-04	      1.27977991E-04	      1.21603179E-04	      1.08602255E-04	      1.09712533E-04	      1.21603179E-04	      1.54356079E-04	      1.07888069E-04	      1.48619438E-04	      1.15299764E-04	      1.09340254E-04	      1.08602255E-04	      1.21603179E-04	      1.11960582E-04	      1.10103332E-04	      8.15635352E-05	      9.65049249E-05	      1.06526501E-04	      1.07196517E-04	      1.07196517E-04	      9.31248817E-05	      9.31248817E-05	      9.34762783E-05	      7.61650907E-05	      7.59770626E-05	      8.01532550E-05	      8.03575147E-05	      7.61650907E-05	      9.95218584E-05	      9.99972871E-05	      9.54055179E-05	      9.57466572E-05	      8.38330630E-05	      7.17306629E-05	      7.18811420E-05	      8.31758730E-05	      6.98571522E-05	      9.38356161E-05	      8.29296500E-05	      7.90838539E-05	      7.95628381E-05	      7.97489054E-05	      7.97489054E-05	      7.95628381E-05	      7.99380620E-05	      7.93114358E-05	      8.31758730E-05	      7.57921863E-05	      7.56103816E-05	      7.11904627E-05	      7.11904627E-05	      6.96352965E-05	      7.56103816E-05	      7.57921863E-05	      7.33669935E-05	      7.35131468E-05	      7.15415338E-05	      8.53288043E-05
      1.84745828E-04	      1.26141583E-03	      1.81716034E-04	      2.84070503E-04	      2.76649569E-04	      7.23969355E-04	      2.79417581E-04	      1.72003485E-04	      5.62736224E-04	      1.79566882E-04	      1.77521353E-04	      1.83625116E-04	      1.51235830E-04	      1.83430877E-04	      2.84352596E-04	      3.11092941E-04	      2.37984185E-04	      2.30821873E-04	      1.80991950E-04	      2.06669460E-04	      1.74829924E-04	      1.47207581E-04	      1.72064671E-04	      2.37984185E-04	      1.75125821E-04	      1.74887793E-04	      1.74887793E-04	      2.26950536E-04	      1.52131866E-04	      1.69465358E-04	      1.71511347E-04	      1.58106488E-04	      1.47207581E-04	      1.45964434E-04	      1.44768226E-04	      1.72064671E-04	      1.31363836E-04	      1.19528994E-04	      1.56007886E-04	      1.18550641E-04	      1.20545701E-04	      1.29174449E-04	      1.27977991E-04	      1.27977991E-04	      1.21603179E-04	      1.08602255E-04	      1.09712533E-04	      1.21603179E-04	      1.54356079E-04	      1.07888069E-04	      1.48619438E-04	      1.15299764E-04	      1.09340254E-04	      1.08602255E-04	      1.21603179E-04	      1.11960582E-04	      1.10103332E-04	      8.15635352E-05	      9.65049249E-05	      1.06526501E-04	      1.07196517E-04	      1.07196517E-04	      9.31248817E-05	      9.31248817E-05	      9.34762783E-05	      7.61650907E-05	      7.59770626E-05	      8.01532550E-05	      8.03575147E-05	      7.61650907E-05	      9.95218584E-05	      9.99972871E-05	      9.54055179E-05	      9.57466572E-05	      8.38330630E-05	      7.17306629E-05	      7.18811420E-05	      8.31758730E-05	      6.98571522E-05	      9.38356161E-05	      8.29296500E-05	      7.90838539E-05	      7.95628381E-05	      7.97489054E-05	      7.97489054E-05	      7.95628381E-05	      7.99380620E-05	      7.93114358E-05	      8.31758730E-05	      7.57921863E-05	      7.56103816E-05	      7.11904627E-05	      7.11904627E-05	      6.96352965E-05	      7.56103816E-05	      7.57921863E-05	      7.33669935E-05	      7.35131468E-05	      7.15415338E-05	      8.53288043E-05
      1.84567213E-04	      1.26136102E-03	      1.81521123E-04	      2.83898397E-04	      2.76472843E-04	      7.23907024E-04	      2.79230029E-04	      1.71785593E-04	      5.62641807E-04	      1.79369636E-04	      1.77321832E-04	      1.83447635E-04	      1.51030429E-04	      1.83248561E-04	      2.84218958E-04	      3.10935792E-04	      2.37855734E-04	      2.30689434E-04	      1.80807175E-04	      2.06402534E-04	      1.74675533E-04	      1.47014096E-04	      1.71907797E-04	      2.37855734E-04	      1.74937789E-04	      1.74704600E-04	      1.74704600E-04	      2.26812723E-04	      1.51915376E-04	      1.69306075E-04	      1.71345377E-04	      1.57949163E-04	      1.47014096E-04	      1.45769299E-04	      1.44571476E-04	      1.71907797E-04	      1.31182426E-04	      1.19369089E-04	      1.55848443E-04	      1.18389414E-04	      1.20387146E-04	      1.29013498E-04	      1.27815533E-04	      1.27815533E-04	      1.21446004E-04	      1.08438735E-04	      1.09536719E-04	      1.21446004E-04	      1.54160286E-04	      1.07723465E-04	      1.48437788E-04	      1.15119416E-04	      1.09177840E-04	      1.08438735E-04	      1.21446004E-04	      1.11779059E-04	      1.09942045E-04	      8.13816170E-05	      9.63208703E-05	      1.06359790E-04	      1.07030850E-04	      1.07030850E-04	      9.29416772E-05	      9.29416772E-05	      9.32937638E-05	      7.59907612E-05	      7.58023006E-05	      7.99707162E-05	      8.01754409E-05	      7.59907612E-05	      9.93447032E-05	      9.98209758E-05	      9.52137441E-05	      9.55555680E-05	      8.36645510E-05	      7.15565283E-05	      7.17073729E-05	      8.29974888E-05	      6.96783357E-05	      9.36538019E-05	      8.27507351E-05	      7.89112879E-05	      7.93763347E-05	      7.95628381E-05	      7.95628381E-05	      7.93763347E-05	      7.97524360E-05	      7.91393660E-05	      8.29974888E-05	      7.56169971E-05	      7.54347701E-05	      7.10039204E-05	      7.10039204E-05	      6.94445768E-05	      7.54347701E-05	      7.56169971E-05	      7.31859992E-05	      7.33325132E-05	      7.13559094E-05	      8.51288236E-05
      1.84927659E-04	      1.26147167E-03	      1.81914432E-04	      2.84245772E-04	      2.76829536E-04	      7.24032865E-04	      2.79608568E-04	      1.72225232E-04	      5.62832420E-04	      1.79767653E-04	      1.77724435E-04	      1.83805793E-04	      1.51444846E-04	      1.83616471E-04	      2.84488707E-04	      3.11252993E-04	      2.38115005E-04	      2.30956749E-04	      1.81180042E-04	      2.06941104E-04	      1.74987108E-04	      1.47404480E-04	      1.72224379E-04	      2.38115005E-04	      1.75317218E-04	      1.75074270E-04	      1.75074270E-04	      2.27090882E-04	      1.52352152E-04	      1.69627513E-04	      1.71680305E-04	      1.58266641E-04	      1.47404480E-04	      1.46163008E-04	      1.44968438E-04	      1.72224379E-04	      1.31548434E-04	      1.19691718E-04	      1.56170191E-04	      1.18714706E-04	      1.20707054E-04	      1.29338251E-04	      1.28143322E-04	      1.28143322E-04	      1.21763131E-04	      1.08768628E-04	      1.09891397E-04	      1.21763131E-04	      1.54555336E-04	      1.08055542E-04	      1.48804311E-04	      1.15483248E-04	      1.09505506E-04	      1.08768628E-04	      1.21763131E-04	      1.12145251E-04	      1.10267440E-04	      8.17484931E-05	      9.66921157E-05	      1.06696111E-04	      1.07365069E-04	      1.07365069E-04	      9.33111967E-05	      9.33111967E-05	      9.36618943E-05	      7.63423226E-05	      7.61547321E-05	      8.03388350E-05	      8.05426241E-05	      7.63423226E-05	      9.97020552E-05	      1.00176629E-04	      9.56005392E-05	      9.59409851E-05	      8.40044288E-05	      7.19076718E-05	      7.20577813E-05	      8.33572534E-05	      7.00388962E-05	      9.40205227E-05	      8.31115678E-05	      7.92593118E-05	      7.97524360E-05	      7.99380620E-05	      7.99380620E-05	      7.97524360E-05	      8.01267720E-05	      7.94863914E-05	      8.33572534E-05	      7.59702882E-05	      7.57889107E-05	      7.13800473E-05	      7.13800473E-05	      6.98291035E-05	      7.57889107E-05	      7.59702882E-05	      7.35509682E-05	      7.36967566E-05	      7.17301906E-05	      8.55321032E-05
      1.78289215E-04	      1.18742274E-03	      1.75498015E-04	      2.71177210E-04	      2.64230909E-04	      6.86145145E-04	      2.66753015E-04	      1.66499214E-04	      5.32831156E-04	      1.73492321E-04	      1.71584096E-04	      1.77234625E-04	      1.46952851E-04	      1.77065548E-04	      2.71779131E-04	      2.96498977E-04	      2.28342629E-04	      2.21590089E-04	      1.74784981E-04	      1.99083088E-04	      1.68914491E-04	      1.43093944E-04	      1.66317494E-04	      2.28342629E-04	      1.69292562E-04	      1.69051380E-04	      1.69051380E-04	      2.17927540E-04	      1.47863827E-04	      1.63877427E-04	      1.65821934E-04	      1.53173612E-04	      1.43093944E-04	      1.41934953E-04	      1.40820108E-04	      1.66317494E-04	      1.28095515E-04	      1.16768254E-04	      1.51204223E-04	      1.15852245E-04	      1.17720503E-04	      1.25893669E-04	      1.24772919E-04	      1.24772919E-04	      1.18711284E-04	      1.06454503E-04	      1.07605804E-04	      1.18711284E-04	      1.49827341E-04	      1.05787010E-04	      1.44353254E-04	      1.12924700E-04	      1.07144467E-04	      1.06454503E-04	      1.18711284E-04	      1.09778702E-04	      1.07858100E-04	      8.09910022E-05	      9.51790236E-05	      1.04515038E-04	      1.05140869E-04	      1.05140869E-04	      9.19691225E-05	      9.19691225E-05	      9.22954652E-05	      7.57828071E-05	      7.56086114E-05	      7.96584182E-05	      7.98475295E-05	      7.57828071E-05	      9.79724728E-05	      9.84151146E-05	      9.42114678E-05	      9.45278392E-05	      8.30100671E-05	      7.15629209E-05	      7.17021478E-05	      8.24854464E-05	      6.98313208E-05	      9.26292584E-05	      8.22571031E-05	      7.85388476E-05	      7.91393660E-05	      7.93114358E-05	      7.93114358E-05	      7.91393660E-05	      7.94863914E-05	      7.87500055E-05	      8.24854464E-05	      7.54373647E-05	      7.52689915E-05	      7.11847759E-05	      7.11847759E-05	      6.97522577E-05	      7.52689915E-05	      7.54373647E-05	      7.31937259E-05	      7.33287881E-05	      7.15085032E-05	      8.47493453E-05
      1.88078462E-04	      1.26244770E-03	      1.85349012E-04	      2.87292964E-04	      2.79957462E-04	      7.25142400E-04	      2.82927022E-04	      1.76057228E-04	      5.64511690E-04	      1.83242475E-04	      1.81238435E-04	      1.86936605E-04	      1.55053849E-04	      1.86831682E-04	      2.86858103E-04	      3.14038237E-04	      2.40390811E-04	      2.33302393E-04	      1.84437732E-04	      2.11634303E-04	      1.77712914E-04	      1.50805619E-04	      1.74993225E-04	      2.40390811E-04	      1.78630546E-04	      1.78303201E-04	      1.78303201E-04	      2.29530880E-04	      1.56153526E-04	      1.72438061E-04	      1.74608020E-04	      1.61041086E-04	      1.50805619E-04	      1.49592375E-04	      1.48425408E-04	      1.74993225E-04	      1.34735176E-04	      1.22501926E-04	      1.58981227E-04	      1.21547505E-04	      1.23494160E-04	      1.32169444E-04	      1.31000343E-04	      1.31000343E-04	      1.24526602E-04	      1.11637512E-04	      1.12972990E-04	      1.24526602E-04	      1.57998631E-04	      1.10942867E-04	      1.52000378E-04	      1.18645519E-04	      1.12355576E-04	      1.11637512E-04	      1.24526602E-04	      1.15326309E-04	      1.13098311E-04	      8.49173023E-05	      9.99083818E-05	      1.09619248E-04	      1.10270475E-04	      1.10270475E-04	      9.65107037E-05	      9.65107037E-05	      9.68498164E-05	      7.93772021E-05	      7.91968005E-05	      8.35169866E-05	      8.37130393E-05	      7.93772021E-05	      1.02801667E-04	      1.03261996E-04	      9.89482832E-05	      9.92772495E-05	      8.69460996E-05	      7.49350365E-05	      7.50790935E-05	      8.64671255E-05	      7.31436492E-05	      9.71966830E-05	      8.62303009E-05	      8.22666455E-05	      8.29974888E-05	      8.31758730E-05	      8.31758730E-05	      8.29974888E-05	      8.33572534E-05	      8.24854464E-05	      8.64671255E-05	      7.90194576E-05	      7.88450948E-05	      7.46170299E-05	      7.46170299E-05	      7.31347639E-05	      7.88450948E-05	      7.90194576E-05	      7.66963813E-05	      7.68362019E-05	      7.49520529E-05	      8.90116687E-05
      1.72996389E-04	      1.16322439E-03	      1.69993586E-04	      2.63994129E-04	      2.57114668E-04	      6.73073763E-04	      2.59371994E-04	      1.60815524E-04	      5.21700653E-04	      1.67991771E-04	      1.66086573E-04	      1.71982416E-04	      1.41870437E-04	      1.71736192E-04	      2.65367585E-04	      2.89048320E-04	      2.22937974E-04	      2.16243264E-04	      1.69461921E-04	      1.91898255E-04	      1.64218237E-04	      1.38273917E-04	      1.61630102E-04	      2.22937974E-04	      1.64029178E-04	      1.63872044E-04	      1.63872044E-04	      2.12551200E-04	      1.42591865E-04	      1.59197417E-04	      1.60992023E-04	      1.48733860E-04	      1.38273917E-04	      1.37112385E-04	      1.35994759E-04	      1.61630102E-04	      1.23754310E-04	      1.12967594E-04	      1.46767594E-04	      1.12047919E-04	      1.13923365E-04	      1.21910029E-04	      1.20786517E-04	      1.20786517E-04	      1.14917508E-04	      1.02784305E-04	      1.03731238E-04	      1.14917508E-04	      1.44836381E-04	      1.02112464E-04	      1.39693532E-04	      1.08884874E-04	      1.03478576E-04	      1.02784305E-04	      1.14917508E-04	      1.05779495E-04	      1.04196468E-04	      7.75009234E-05	      9.14083000E-05	      1.00831700E-04	      1.01461941E-04	      1.01461941E-04	      8.82679967E-05	      8.82679967E-05	      8.85984553E-05	      7.24885750E-05	      7.23112579E-05	      7.61826604E-05	      7.63750412E-05	      7.24885750E-05	      9.42519093E-05	      9.46989681E-05	      9.03471125E-05	      9.06675772E-05	      7.96755888E-05	      6.83423651E-05	      6.84843509E-05	      7.90194576E-05	      6.65748453E-05	      8.89363921E-05	      7.87875429E-05	      7.52227752E-05	      7.56169971E-05	      7.57921863E-05	      7.57921863E-05	      7.56169971E-05	      7.59702882E-05	      7.54373647E-05	      7.90194576E-05	      7.21369170E-05	      7.19654764E-05	      6.77987674E-05	      6.77987674E-05	      6.63333119E-05	      7.19654764E-05	      7.21369170E-05	      6.98503001E-05	      6.99880819E-05	      6.81296339E-05	      8.09391840E-05
