[ms]_0	C-NO_0	C-OH_0
1.30486E-02	8.99258E-10	7.36700E-08
1.32060E-02	9.14484E-10	7.36624E-08
1.34434E-02	9.37445E-10	7.36510E-08
1.36809E-02	9.60399E-10	7.36396E-08
1.39184E-02	9.83347E-10	7.36282E-08
1.41558E-02	1.00629E-09	7.36169E-08
1.43933E-02	1.02922E-09	7.36055E-08
1.46307E-02	1.05215E-09	7.35941E-08
1.48682E-02	1.07507E-09	7.35827E-08
1.51056E-02	1.09799E-09	7.35713E-08
1.53431E-02	1.12090E-09	7.35600E-08
1.55806E-02	1.14380E-09	7.35486E-08
1.58180E-02	1.16669E-09	7.35372E-08
1.60555E-02	1.18958E-09	7.35259E-08
1.62930E-02	1.21246E-09	7.35145E-08
1.65304E-02	1.23534E-09	7.35031E-08
1.67679E-02	1.25820E-09	7.34918E-08
1.71286E-02	1.29293E-09	7.34745E-08
1.74894E-02	1.32764E-09	7.34572E-08
1.78501E-02	1.36234E-09	7.34400E-08
1.82108E-02	1.39702E-09	7.34227E-08
1.85716E-02	1.43169E-09	7.34055E-08
1.89323E-02	1.46634E-09	7.33882E-08
1.92931E-02	1.50097E-09	7.33710E-08
1.96538E-02	1.53559E-09	7.33538E-08
2.00146E-02	1.57020E-09	7.33365E-08
2.03753E-02	1.60478E-09	7.33193E-08
2.07360E-02	1.63936E-09	7.33021E-08
2.12966E-02	1.69304E-09	7.32754E-08
2.18571E-02	1.74669E-09	7.32486E-08
2.24176E-02	1.80030E-09	7.32219E-08
2.29781E-02	1.85387E-09	7.31952E-08
2.35386E-02	1.90740E-09	7.31685E-08
2.40991E-02	1.96090E-09	7.31418E-08
2.49812E-02	2.04501E-09	7.30999E-08
2.58633E-02	2.12902E-09	7.30579E-08
2.67453E-02	2.21294E-09	7.30160E-08
2.76274E-02	2.29677E-09	7.29742E-08
2.85095E-02	2.38050E-09	7.29323E-08
2.93916E-02	2.46413E-09	7.28905E-08
3.02737E-02	2.54767E-09	7.28487E-08
3.11558E-02	2.63111E-09	7.28070E-08
3.20378E-02	2.71446E-09	7.27653E-08
3.29199E-02	2.79772E-09	7.27236E-08
3.38020E-02	2.88087E-09	7.26819E-08
3.51279E-02	3.00568E-09	7.26194E-08
3.64537E-02	3.13027E-09	7.25570E-08
3.77795E-02	3.25465E-09	7.24946E-08
3.91054E-02	3.37880E-09	7.24323E-08
4.04312E-02	3.50274E-09	7.23701E-08
4.17570E-02	3.62646E-09	7.23080E-08
4.41049E-02	3.84500E-09	7.21983E-08
4.64528E-02	4.06286E-09	7.20887E-08
4.88006E-02	4.28003E-09	7.19795E-08
5.11485E-02	4.49650E-09	7.18706E-08
5.34963E-02	4.71228E-09	7.17620E-08
5.73347E-02	5.06355E-09	7.15851E-08
6.11732E-02	5.41297E-09	7.14091E-08
6.50116E-02	5.76052E-09	7.12339E-08
6.88500E-02	6.10620E-09	7.10595E-08
7.26884E-02	6.45002E-09	7.08862E-08
7.65269E-02	6.79197E-09	7.07137E-08
8.03653E-02	7.13205E-09	7.05421E-08
8.42037E-02	7.47028E-09	7.03716E-08
8.80421E-02	7.80664E-09	7.02020E-08
9.18806E-02	8.14114E-09	7.00334E-08
9.57190E-02	8.47379E-09	6.98658E-08
9.95574E-02	8.80459E-09	6.96992E-08
1.03396E-01	9.13355E-09	6.95337E-08
1.07234E-01	9.46066E-09	6.93692E-08
1.11073E-01	9.78594E-09	6.92058E-08
1.14911E-01	1.01094E-08	6.90434E-08
1.18749E-01	1.04310E-08	6.88821E-08
1.22588E-01	1.07508E-08	6.87218E-08
1.26426E-01	1.10689E-08	6.85627E-08
1.30265E-01	1.13851E-08	6.84046E-08
1.34103E-01	1.16995E-08	6.82477E-08
1.37942E-01	1.20122E-08	6.80918E-08
1.41780E-01	1.23231E-08	6.79370E-08
1.45619E-01	1.26322E-08	6.77834E-08
1.49457E-01	1.29396E-08	6.76308E-08
1.53295E-01	1.32452E-08	6.74794E-08
1.57134E-01	1.35491E-08	6.73291E-08
1.60972E-01	1.38513E-08	6.71799E-08
1.64811E-01	1.41517E-08	6.70319E-08
1.68649E-01	1.44505E-08	6.68849E-08
1.72487E-01	1.47476E-08	6.67391E-08
1.76326E-01	1.50430E-08	6.65944E-08
1.80164E-01	1.53368E-08	6.64509E-08
1.84003E-01	1.56289E-08	6.63085E-08
1.87841E-01	1.59193E-08	6.61672E-08
1.91680E-01	1.62081E-08	6.60270E-08
1.95518E-01	1.64953E-08	6.58879E-08
1.99356E-01	1.67810E-08	6.57499E-08
2.03195E-01	1.70650E-08	6.56131E-08
2.05900E-01	1.72642E-08	6.55174E-08
2.08606E-01	1.74626E-08	6.54222E-08
2.11311E-01	1.76603E-08	6.53275E-08
2.14017E-01	1.78572E-08	6.52334E-08
2.16722E-01	1.80533E-08	6.51398E-08
2.19428E-01	1.82487E-08	6.50468E-08
2.21346E-01	1.83868E-08	6.49812E-08
2.22620E-01	1.84782E-08	6.49378E-08
2.23894E-01	1.85696E-08	6.48945E-08
2.25168E-01	1.86607E-08	6.48513E-08
2.26442E-01	1.87517E-08	6.48082E-08
2.27717E-01	1.88425E-08	6.47653E-08
2.28642E-01	1.89083E-08	6.47342E-08
2.29567E-01	1.89741E-08	6.47032E-08
2.30491E-01	1.90397E-08	6.46722E-08
2.31416E-01	1.91053E-08	6.46413E-08
2.32341E-01	1.91708E-08	6.46104E-08
2.33266E-01	1.92362E-08	6.45797E-08
2.34191E-01	1.93015E-08	6.45490E-08
2.35116E-01	1.93667E-08	6.45183E-08
2.35767E-01	1.94126E-08	6.44968E-08
2.36236E-01	1.94455E-08	6.44813E-08
2.36705E-01	1.94785E-08	6.44658E-08
2.37173E-01	1.95114E-08	6.44504E-08
2.37642E-01	1.95444E-08	6.44349E-08
2.38111E-01	1.95773E-08	6.44195E-08
2.38579E-01	1.96101E-08	6.44041E-08
2.39048E-01	1.96430E-08	6.43887E-08
2.39516E-01	1.96758E-08	6.43734E-08
2.39985E-01	1.97086E-08	6.43580E-08
2.40331E-01	1.97328E-08	6.43467E-08
2.40678E-01	1.97570E-08	6.43353E-08
2.41024E-01	1.97813E-08	6.43240E-08
2.41370E-01	1.98055E-08	6.43127E-08
2.41717E-01	1.98296E-08	6.43014E-08
2.42063E-01	1.98538E-08	6.42901E-08
2.42409E-01	1.98780E-08	6.42788E-08
2.42756E-01	1.99021E-08	6.42675E-08
2.43102E-01	1.99263E-08	6.42563E-08
2.43345E-01	1.99432E-08	6.42484E-08
2.43588E-01	1.99601E-08	6.42405E-08
2.43830E-01	1.99770E-08	6.42326E-08
2.44073E-01	1.99939E-08	6.42248E-08
2.44316E-01	2.00107E-08	6.42169E-08
2.44559E-01	2.00276E-08	6.42090E-08
2.44801E-01	2.00445E-08	6.42011E-08
2.45044E-01	2.00614E-08	6.41933E-08
2.45287E-01	2.00782E-08	6.41854E-08
2.45530E-01	2.00951E-08	6.41776E-08
2.45772E-01	2.01119E-08	6.41697E-08
2.46153E-01	2.01383E-08	6.41574E-08
2.46533E-01	2.01647E-08	6.41452E-08
2.46913E-01	2.01911E-08	6.41329E-08
2.47294E-01	2.02174E-08	6.41206E-08
2.48003E-01	2.02665E-08	6.40978E-08
2.48713E-01	2.03156E-08	6.40750E-08
2.49422E-01	2.03646E-08	6.40523E-08
2.50132E-01	2.04136E-08	6.40295E-08
2.51885E-01	2.05343E-08	6.39736E-08
2.53637E-01	2.06548E-08	6.39178E-08
2.55390E-01	2.07750E-08	6.38623E-08
2.57143E-01	2.08949E-08	6.38070E-08
2.58896E-01	2.10145E-08	6.37519E-08
2.60649E-01	2.11337E-08	6.36970E-08
2.63313E-01	2.13145E-08	6.36141E-08
2.65976E-01	2.14945E-08	6.35316E-08
2.68640E-01	2.16739E-08	6.34497E-08
2.71303E-01	2.18526E-08	6.33683E-08
2.73967E-01	2.20306E-08	6.32874E-08
2.76630E-01	2.22080E-08	6.32070E-08
2.79294E-01	2.23848E-08	6.31271E-08
2.83866E-01	2.26867E-08	6.29910E-08
2.88438E-01	2.29867E-08	6.28565E-08
2.93011E-01	2.32849E-08	6.27234E-08
2.97583E-01	2.35812E-08	6.25918E-08
3.02155E-01	2.38757E-08	6.24616E-08
3.06727E-01	2.41684E-08	6.23328E-08
3.11300E-01	2.44593E-08	6.22054E-08
3.15872E-01	2.47484E-08	6.20795E-08
3.20444E-01	2.50358E-08	6.19549E-08
3.25016E-01	2.53215E-08	6.18317E-08
3.29589E-01	2.56055E-08	6.17099E-08
3.34161E-01	2.58877E-08	6.15895E-08
3.38733E-01	2.61683E-08	6.14704E-08
3.43306E-01	2.64473E-08	6.13526E-08
3.47878E-01	2.67246E-08	6.12362E-08
3.52450E-01	2.70003E-08	6.11212E-08
3.57022E-01	2.72744E-08	6.10074E-08
3.61595E-01	2.75469E-08	6.08949E-08
3.66167E-01	2.78178E-08	6.07837E-08
3.70739E-01	2.80872E-08	6.06738E-08
3.75312E-01	2.83551E-08	6.05652E-08
3.79884E-01	2.86215E-08	6.04578E-08
3.84456E-01	2.88864E-08	6.03517E-08
3.89028E-01	2.91497E-08	6.02468E-08
3.93601E-01	2.94116E-08	6.01431E-08
3.98173E-01	2.96721E-08	6.00406E-08
4.02745E-01	2.99311E-08	5.99393E-08
4.07317E-01	3.01888E-08	5.98393E-08
4.11890E-01	3.04450E-08	5.97404E-08
4.16462E-01	3.06998E-08	5.96426E-08
4.21034E-01	3.09533E-08	5.95460E-08
4.28512E-01	3.13649E-08	5.93906E-08
4.35990E-01	3.17730E-08	5.92381E-08
4.43468E-01	3.21776E-08	5.90886E-08
4.50945E-01	3.25787E-08	5.89420E-08
4.58423E-01	3.29765E-08	5.87983E-08
4.65901E-01	3.33709E-08	5.86574E-08
4.73379E-01	3.37621E-08	5.85193E-08
4.80856E-01	3.41501E-08	5.83839E-08
4.88334E-01	3.45350E-08	5.82512E-08
4.95812E-01	3.49168E-08	5.81211E-08
5.03290E-01	3.52955E-08	5.79936E-08
5.10767E-01	3.56713E-08	5.78687E-08
5.18245E-01	3.60442E-08	5.77462E-08
5.25723E-01	3.64141E-08	5.76262E-08
5.33201E-01	3.67813E-08	5.75087E-08
5.40678E-01	3.71457E-08	5.73934E-08
5.48156E-01	3.75073E-08	5.72805E-08
5.55634E-01	3.78662E-08	5.71699E-08
5.63112E-01	3.82226E-08	5.70615E-08
5.68340E-01	3.84702E-08	5.69870E-08
5.72044E-01	3.86448E-08	5.69349E-08
5.75747E-01	3.88188E-08	5.68833E-08
5.79450E-01	3.89921E-08	5.68322E-08
5.83154E-01	3.91649E-08	5.67817E-08
5.86857E-01	3.93370E-08	5.67316E-08
5.90561E-01	3.95086E-08	5.66821E-08
5.94264E-01	3.96795E-08	5.66330E-08
5.96875E-01	3.97997E-08	5.65988E-08
5.99486E-01	3.99196E-08	5.65647E-08
6.02097E-01	4.00392E-08	5.65309E-08
6.04708E-01	4.01584E-08	5.64974E-08
6.06541E-01	4.02420E-08	5.64740E-08
6.07822E-01	4.03003E-08	5.64577E-08
6.09102E-01	4.03585E-08	5.64415E-08
6.10383E-01	4.04167E-08	5.64253E-08
6.11664E-01	4.04748E-08	5.64092E-08
6.12945E-01	4.05329E-08	5.63931E-08
6.14226E-01	4.05909E-08	5.63771E-08
6.15507E-01	4.06488E-08	5.63611E-08
6.16424E-01	4.06902E-08	5.63498E-08
6.17075E-01	4.07195E-08	5.63417E-08
6.17726E-01	4.07489E-08	5.63337E-08
6.18377E-01	4.07783E-08	5.63256E-08
6.19028E-01	4.08076E-08	5.63176E-08
6.19679E-01	4.08369E-08	5.63096E-08
6.20330E-01	4.08662E-08	5.63016E-08
6.20981E-01	4.08955E-08	5.62936E-08
6.21633E-01	4.09247E-08	5.62856E-08
6.22283E-01	4.09540E-08	5.62777E-08
6.22935E-01	4.09832E-08	5.62698E-08
6.23586E-01	4.10124E-08	5.62619E-08
6.24579E-01	4.10569E-08	5.62498E-08
6.25572E-01	4.11014E-08	5.62378E-08
6.26565E-01	4.11459E-08	5.62258E-08
6.27559E-01	4.11903E-08	5.62138E-08
6.29320E-01	4.12689E-08	5.61927E-08
6.31082E-01	4.13475E-08	5.61717E-08
6.32844E-01	4.14259E-08	5.61507E-08
6.35584E-01	4.15476E-08	5.61184E-08
6.41067E-01	4.17903E-08	5.60544E-08
6.46550E-01	4.20318E-08	5.59913E-08
6.52033E-01	4.22721E-08	5.59292E-08
6.57516E-01	4.25113E-08	5.58681E-08
6.62998E-01	4.27493E-08	5.58078E-08
6.68481E-01	4.29862E-08	5.57485E-08
6.73964E-01	4.32220E-08	5.56900E-08
6.83801E-01	4.36423E-08	5.55873E-08
6.90572E-01	4.39296E-08	5.55182E-08
6.97344E-01	4.42153E-08	5.54504E-08
7.04115E-01	4.44993E-08	5.53838E-08
7.10886E-01	4.47818E-08	5.53185E-08
7.17657E-01	4.50628E-08	5.52543E-08
7.24429E-01	4.53422E-08	5.51914E-08
7.31200E-01	4.56200E-08	5.51296E-08
7.37971E-01	4.58964E-08	5.50689E-08
7.44742E-01	4.61713E-08	5.50093E-08
7.51514E-01	4.64448E-08	5.49509E-08
7.58285E-01	4.67168E-08	5.48935E-08
7.65056E-01	4.69874E-08	5.48371E-08
7.71827E-01	4.72565E-08	5.47818E-08
7.78599E-01	4.75243E-08	5.47275E-08
7.85370E-01	4.77907E-08	5.46742E-08
7.92141E-01	4.80558E-08	5.46219E-08
7.98912E-01	4.83195E-08	5.45705E-08
8.05684E-01	4.85819E-08	5.45200E-08
8.12455E-01	4.88430E-08	5.44704E-08
8.19226E-01	4.91028E-08	5.44218E-08
8.25997E-01	4.93613E-08	5.43740E-08
8.32769E-01	4.96185E-08	5.43270E-08
8.39540E-01	4.98745E-08	5.42809E-08
8.46311E-01	5.01293E-08	5.42357E-08
8.53082E-01	5.03829E-08	5.41912E-08
8.59854E-01	5.06352E-08	5.41476E-08
8.66625E-01	5.08864E-08	5.41047E-08
8.73396E-01	5.11364E-08	5.40625E-08
8.80167E-01	5.13852E-08	5.40211E-08
8.86939E-01	5.16328E-08	5.39805E-08
8.93710E-01	5.18793E-08	5.39406E-08
9.00481E-01	5.21247E-08	5.39013E-08
9.07252E-01	5.23690E-08	5.38627E-08
9.14024E-01	5.26121E-08	5.38249E-08
9.20795E-01	5.28542E-08	5.37876E-08
9.27566E-01	5.30952E-08	5.37510E-08
9.34337E-01	5.33351E-08	5.37151E-08
9.41109E-01	5.35739E-08	5.36797E-08
9.47880E-01	5.38117E-08	5.36450E-08
9.54651E-01	5.40485E-08	5.36109E-08
9.61422E-01	5.42842E-08	5.35773E-08
9.68194E-01	5.45189E-08	5.35443E-08
9.74965E-01	5.47526E-08	5.35119E-08
9.81736E-01	5.49852E-08	5.34800E-08
9.88507E-01	5.52169E-08	5.34486E-08
9.95279E-01	5.54477E-08	5.34178E-08
1.00000E+00	5.56079E-08	5.33966E-08
