x[cm]_0	X-NO_0	x[cm]_1	X-NO_1	x[cm]_2	X-NO_2
9.05385E-02	7.99311E-03	6.50290E-02	1.35343E-01	3.54439E-01	2.33605E-01
9.12930E-02	8.07180E-03	6.56200E-02	1.36287E-01	3.56176E-01	2.37500E-01
9.20475E-02	8.15128E-03	6.62114E-02	1.37239E-01	3.57905E-01	2.41422E-01
9.28020E-02	8.23155E-03	6.68028E-02	1.38197E-01	3.59623E-01	2.45364E-01
9.35565E-02	8.31261E-03	6.73941E-02	1.39162E-01	3.61336E-01	2.49340E-01
9.43109E-02	8.39448E-03	6.79855E-02	1.40132E-01	3.63043E-01	2.53348E-01
9.50654E-02	8.47716E-03	6.85769E-02	1.41110E-01	3.64738E-01	2.57373E-01
9.58199E-02	8.56066E-03	6.91683E-02	1.42093E-01	3.66426E-01	2.61424E-01
9.65744E-02	8.64499E-03	6.97615E-02	1.43087E-01	3.68110E-01	2.65511E-01
9.73289E-02	8.73015E-03	7.03591E-02	1.44094E-01	3.69783E-01	2.69619E-01
9.80834E-02	8.81616E-03	7.09599E-02	1.45114E-01	3.71447E-01	2.73747E-01
9.88379E-02	8.90303E-03	7.15614E-02	1.46141E-01	3.73107E-01	2.77910E-01
9.95924E-02	8.99075E-03	7.21630E-02	1.47176E-01	3.74761E-01	2.82100E-01
1.00347E-01	9.07935E-03	7.27645E-02	1.48217E-01	3.76401E-01	2.86302E-01
1.01101E-01	9.16882E-03	7.33660E-02	1.49266E-01	3.78036E-01	2.90533E-01
1.01856E-01	9.25918E-03	7.39676E-02	1.50321E-01	3.79666E-01	2.94797E-01
1.02610E-01	9.35044E-03	7.45696E-02	1.51384E-01	3.81286E-01	2.99078E-01
1.03365E-01	9.44261E-03	7.51743E-02	1.52459E-01	3.82897E-01	3.03379E-01
1.04119E-01	9.53568E-03	7.57827E-02	1.53549E-01	3.84505E-01	3.07714E-01
1.04874E-01	9.62969E-03	7.63927E-02	1.54648E-01	3.86105E-01	3.12073E-01
1.05628E-01	9.72445E-03	7.70027E-02	1.55755E-01	3.87693E-01	3.16444E-01
1.06383E-01	9.81994E-03	7.76127E-02	1.56869E-01	3.89276E-01	3.20843E-01
1.07137E-01	9.91629E-03	7.82227E-02	1.57991E-01	3.90856E-01	3.25273E-01
1.07892E-01	1.00135E-02	7.88327E-02	1.59120E-01	3.92424E-01	3.29718E-01
1.08646E-01	1.01116E-02	7.94432E-02	1.60258E-01	3.93985E-01	3.34182E-01
1.09401E-01	1.02106E-02	8.00558E-02	1.61407E-01	3.95543E-01	3.38681E-01
1.10155E-01	1.03104E-02	8.06716E-02	1.62571E-01	3.97094E-01	3.43204E-01
1.10910E-01	1.04111E-02	8.12887E-02	1.63744E-01	3.98634E-01	3.47735E-01
1.11666E-01	1.05131E-02	8.19058E-02	1.64926E-01	4.00169E-01	3.52293E-01
1.12428E-01	1.06166E-02	8.25229E-02	1.66115E-01	4.01700E-01	3.56886E-01
1.13192E-01	1.07214E-02	8.31400E-02	1.67313E-01	4.03224E-01	3.61495E-01
1.13957E-01	1.08272E-02	8.37572E-02	1.68519E-01	4.04739E-01	3.66120E-01
1.14721E-01	1.09340E-02	8.43752E-02	1.69735E-01	4.06251E-01	3.70779E-01
1.15486E-01	1.10417E-02	8.49957E-02	1.70964E-01	4.07758E-01	3.75466E-01
1.16251E-01	1.11503E-02	8.56181E-02	1.72205E-01	4.09256E-01	3.80167E-01
1.17015E-01	1.12600E-02	8.62411E-02	1.73456E-01	4.10748E-01	3.84890E-01
1.17780E-01	1.13706E-02	8.68640E-02	1.74714E-01	4.12239E-01	3.89651E-01
1.18544E-01	1.14823E-02	8.74869E-02	1.75982E-01	4.13724E-01	3.94437E-01
1.19309E-01	1.15949E-02	8.81098E-02	1.77258E-01	4.15200E-01	3.99237E-01
1.20073E-01	1.17085E-02	8.87330E-02	1.78544E-01	4.16672E-01	4.04065E-01
1.20838E-01	1.18231E-02	8.93573E-02	1.79840E-01	4.18143E-01	4.08930E-01
1.21602E-01	1.19388E-02	8.99829E-02	1.81148E-01	4.19609E-01	4.13820E-01
1.22367E-01	1.20555E-02	9.06090E-02	1.82466E-01	4.21067E-01	4.18728E-01
1.23132E-01	1.21732E-02	9.12351E-02	1.83793E-01	4.22523E-01	4.23639E-01
1.23896E-01	1.22920E-02	9.18612E-02	1.85129E-01	4.23977E-01	4.28580E-01
1.24661E-01	1.24118E-02	9.24873E-02	1.86473E-01	4.25426E-01	4.33541E-01
1.25425E-01	1.25326E-02	9.31134E-02	1.87828E-01	4.26869E-01	4.38522E-01
1.26190E-01	1.26546E-02	9.37396E-02	1.89191E-01	4.28311E-01	4.43534E-01
1.26954E-01	1.27776E-02	9.43660E-02	1.90564E-01	4.29752E-01	4.48576E-01
1.27719E-01	1.29017E-02	9.49925E-02	1.91947E-01	4.31187E-01	4.53640E-01
1.28488E-01	1.30276E-02	9.56191E-02	1.93339E-01	4.32619E-01	4.58727E-01
1.29268E-01	1.31565E-02	9.62456E-02	1.94740E-01	4.34049E-01	4.63847E-01
1.30059E-01	1.32884E-02	9.68721E-02	1.96151E-01	4.35479E-01	4.68999E-01
1.30853E-01	1.34219E-02	9.74985E-02	1.97571E-01	4.36904E-01	4.74175E-01
1.31647E-01	1.35567E-02	9.81246E-02	1.98999E-01	4.38327E-01	4.79377E-01
1.32441E-01	1.36927E-02	9.87502E-02	2.00437E-01	4.39749E-01	4.84614E-01
1.33235E-01	1.38299E-02	9.93757E-02	2.01883E-01	4.41170E-01	4.89884E-01
1.34029E-01	1.39684E-02	1.00001E-01	2.03339E-01	4.42588E-01	4.95181E-01
1.34823E-01	1.41081E-02	1.00627E-01	2.04805E-01	4.44004E-01	5.00508E-01
1.35617E-01	1.42491E-02	1.01252E-01	2.06281E-01	4.45419E-01	5.05871E-01
1.36411E-01	1.43913E-02	1.01877E-01	2.07767E-01	4.46834E-01	5.11268E-01
1.37205E-01	1.45348E-02	1.02503E-01	2.09261E-01	4.48247E-01	5.16696E-01
1.37999E-01	1.46797E-02	1.03127E-01	2.10765E-01	4.49658E-01	5.22158E-01
1.38793E-01	1.48258E-02	1.03752E-01	2.12279E-01	4.51069E-01	5.27656E-01
1.39587E-01	1.49732E-02	1.04377E-01	2.13803E-01	4.52480E-01	5.33190E-01
1.40381E-01	1.51219E-02	1.05002E-01	2.15336E-01	4.53889E-01	5.38759E-01
1.41175E-01	1.52720E-02	1.05626E-01	2.16871E-01	4.55298E-01	5.44363E-01
1.41969E-01	1.54234E-02	1.06251E-01	2.18408E-01	4.56706E-01	5.50004E-01
1.42767E-01	1.55770E-02	1.06876E-01	2.19952E-01	4.58114E-01	5.55683E-01
1.43580E-01	1.57349E-02	1.07501E-01	2.21505E-01	4.59522E-01	5.61400E-01
1.44411E-01	1.58978E-02	1.08125E-01	2.23065E-01	4.60929E-01	5.67153E-01
1.45250E-01	1.60637E-02	1.08750E-01	2.24633E-01	4.62336E-01	5.72946E-01
1.46089E-01	1.62312E-02	1.09375E-01	2.26209E-01	4.63743E-01	5.78778E-01
1.46927E-01	1.64003E-02	1.09999E-01	2.27792E-01	4.65149E-01	5.84649E-01
1.47766E-01	1.65709E-02	1.10624E-01	2.29384E-01	4.66556E-01	5.90559E-01
1.48605E-01	1.67432E-02	1.11250E-01	2.30985E-01	4.67962E-01	5.96509E-01
1.49443E-01	1.69171E-02	1.11875E-01	2.32595E-01	4.69369E-01	6.02500E-01
1.50282E-01	1.70926E-02	1.12501E-01	2.34212E-01	4.70775E-01	6.08531E-01
1.51120E-01	1.72698E-02	1.13127E-01	2.35838E-01	4.72182E-01	6.14602E-01
1.51959E-01	1.74486E-02	1.13752E-01	2.37471E-01	4.73588E-01	6.20715E-01
1.52798E-01	1.76291E-02	1.14378E-01	2.39113E-01	4.74995E-01	6.26868E-01
1.53636E-01	1.78113E-02	1.15004E-01	2.40764E-01	4.76401E-01	6.33062E-01
1.54475E-01	1.79952E-02	1.15632E-01	2.42426E-01	4.77808E-01	6.39298E-01
1.55314E-01	1.81810E-02	1.16260E-01	2.44098E-01	4.79215E-01	6.45576E-01
1.56166E-01	1.83712E-02	1.16889E-01	2.45780E-01	4.80621E-01	6.51896E-01
1.57039E-01	1.85680E-02	1.17518E-01	2.47470E-01	4.82028E-01	6.58258E-01
1.57921E-01	1.87689E-02	1.18146E-01	2.49167E-01	4.83435E-01	6.64663E-01
1.58803E-01	1.89718E-02	1.18775E-01	2.50873E-01	4.84842E-01	6.71113E-01
1.59686E-01	1.91766E-02	1.19405E-01	2.52590E-01	4.86250E-01	6.77607E-01
1.60568E-01	1.93834E-02	1.20037E-01	2.54321E-01	4.87658E-01	6.84144E-01
1.61450E-01	1.95923E-02	1.20670E-01	2.56064E-01	4.89065E-01	6.90724E-01
1.62332E-01	1.98031E-02	1.21304E-01	2.57817E-01	4.90474E-01	6.97351E-01
1.63215E-01	2.00160E-02	1.21937E-01	2.59577E-01	4.91883E-01	7.04026E-01
1.64097E-01	2.02310E-02	1.22571E-01	2.61346E-01	4.93293E-01	7.10747E-01
1.64979E-01	2.04480E-02	1.23205E-01	2.63123E-01	4.94703E-01	7.17513E-01
1.65862E-01	2.06671E-02	1.23840E-01	2.64914E-01	4.96113E-01	7.24323E-01
1.66744E-01	2.08883E-02	1.24478E-01	2.66720E-01	4.97524E-01	7.31185E-01
1.67633E-01	2.11134E-02	1.25117E-01	2.68539E-01	4.98937E-01	7.38099E-01
1.68535E-01	2.13441E-02	1.25757E-01	2.70366E-01	5.00351E-01	7.45063E-01
1.69445E-01	2.15789E-02	1.26396E-01	2.72202E-01	5.01765E-01	7.52073E-01
1.70355E-01	2.18162E-02	1.27035E-01	2.74046E-01	5.03179E-01	7.59129E-01
1.71265E-01	2.20558E-02	1.27675E-01	2.75901E-01	5.04595E-01	7.66239E-01
1.72176E-01	2.22977E-02	1.28317E-01	2.77771E-01	5.06014E-01	7.73409E-01
1.73086E-01	2.25421E-02	1.28962E-01	2.79656E-01	5.07433E-01	7.80630E-01
1.73996E-01	2.27888E-02	1.29607E-01	2.81553E-01	5.08853E-01	7.87899E-01
1.74906E-01	2.30380E-02	1.30251E-01	2.83459E-01	5.10272E-01	7.95214E-01
1.75816E-01	2.32896E-02	1.30896E-01	2.85373E-01	5.11694E-01	8.02586E-01
1.76726E-01	2.35436E-02	1.31541E-01	2.87297E-01	5.13118E-01	8.10021E-01
1.77637E-01	2.38004E-02	1.32188E-01	2.89234E-01	5.14544E-01	8.17512E-01
1.78553E-01	2.40612E-02	1.32837E-01	2.91188E-01	5.15970E-01	8.25051E-01
1.79477E-01	2.43267E-02	1.33487E-01	2.93157E-01	5.17396E-01	8.32637E-01
1.80404E-01	2.45958E-02	1.34138E-01	2.95135E-01	5.18824E-01	8.40282E-01
1.81331E-01	2.48676E-02	1.34789E-01	2.97123E-01	5.20255E-01	8.47994E-01
1.82258E-01	2.51421E-02	1.35440E-01	2.99120E-01	5.21688E-01	8.55767E-01
1.83185E-01	2.54192E-02	1.36091E-01	3.01129E-01	5.23121E-01	8.63591E-01
1.84112E-01	2.56991E-02	1.36745E-01	3.03153E-01	5.24554E-01	8.71467E-01
1.85039E-01	2.59817E-02	1.37400E-01	3.05193E-01	5.25989E-01	8.79399E-01
1.85966E-01	2.62671E-02	1.38057E-01	3.07247E-01	5.27427E-01	8.87394E-01
1.86893E-01	2.65553E-02	1.38714E-01	3.09309E-01	5.28868E-01	8.95457E-01
1.87821E-01	2.68467E-02	1.39370E-01	3.11382E-01	5.30311E-01	9.03577E-01
1.88754E-01	2.71424E-02	1.40027E-01	3.13464E-01	5.31753E-01	9.11748E-01
1.89691E-01	2.74424E-02	1.40685E-01	3.15560E-01	5.33197E-01	9.19973E-01
1.90630E-01	2.77459E-02	1.41345E-01	3.17673E-01	5.34644E-01	9.28277E-01
1.91569E-01	2.80524E-02	1.42007E-01	3.19801E-01	5.36100E-01	9.36681E-01
1.92508E-01	2.83619E-02	1.42668E-01	3.21938E-01	5.37560E-01	9.45161E-01
1.93447E-01	2.86744E-02	1.43330E-01	3.24086E-01	5.39020E-01	9.53694E-01
1.94385E-01	2.89900E-02	1.43991E-01	3.26243E-01	5.40480E-01	9.62281E-01
1.95324E-01	2.93087E-02	1.44653E-01	3.28413E-01	5.41945E-01	9.70953E-01
1.96263E-01	2.96305E-02	1.45317E-01	3.30597E-01	5.43423E-01	9.79757E-01
1.97203E-01	2.99557E-02	1.45982E-01	3.32796E-01	5.44912E-01	9.88680E-01
1.98145E-01	3.02850E-02	1.46647E-01	3.35006E-01	5.46403E-01	9.97675E-01
1.99091E-01	3.06187E-02	1.47312E-01	3.37226E-01	5.47894E-01	1.00673E+00
2.00038E-01	3.09562E-02	1.47977E-01	3.39457E-01	5.49388E-01	1.01586E+00
2.00985E-01	3.12969E-02	1.48643E-01	3.41699E-01	5.50897E-01	1.02513E+00
2.01932E-01	3.16410E-02	1.49309E-01	3.43954E-01	5.52425E-01	1.03459E+00
2.02879E-01	3.19884E-02	1.49976E-01	3.46223E-01	5.53962E-01	1.04416E+00
2.03826E-01	3.23391E-02	1.50644E-01	3.48504E-01	5.55499E-01	1.05380E+00
2.04773E-01	3.26933E-02	1.51312E-01	3.50795E-01	5.57036E-01	1.06350E+00
2.05720E-01	3.30509E-02	1.51980E-01	3.53097E-01	5.58586E-01	1.07334E+00
2.06668E-01	3.34124E-02	1.52648E-01	3.55409E-01	5.60163E-01	1.08342E+00
2.07619E-01	3.37784E-02	1.53316E-01	3.57735E-01	5.61755E-01	1.09366E+00
2.08572E-01	3.41486E-02	1.53986E-01	3.60075E-01	5.63348E-01	1.10398E+00
2.09525E-01	3.45225E-02	1.54656E-01	3.62428E-01	5.64941E-01	1.11436E+00
2.10477E-01	3.49001E-02	1.55326E-01	3.64791E-01	5.66545E-01	1.12490E+00
2.11430E-01	3.52797E-02	1.55996E-01	3.67165E-01	5.68178E-01	1.13568E+00
2.12383E-01	3.56626E-02	1.56667E-01	3.69550E-01	5.69832E-01	1.14669E+00
2.13336E-01	3.60488E-02	1.57337E-01	3.71948E-01	5.71491E-01	1.15780E+00
2.14289E-01	3.64382E-02	1.58010E-01	3.74362E-01	5.73149E-01	1.16898E+00
2.15242E-01	3.68311E-02	1.58683E-01	3.76788E-01	5.74822E-01	1.18033E+00
2.16196E-01	3.72277E-02	1.59356E-01	3.79226E-01	5.76528E-01	1.19200E+00
2.17151E-01	3.76279E-02	1.60029E-01	3.81675E-01	5.78263E-01	1.20394E+00
2.18106E-01	3.80316E-02	1.60702E-01	3.84135E-01	5.80004E-01	1.21602E+00
2.19061E-01	3.84387E-02	1.61375E-01	3.86609E-01	5.81746E-01	1.22818E+00
2.20016E-01	3.88492E-02	1.62050E-01	3.89099E-01	5.83508E-01	1.24057E+00
2.20971E-01	3.92632E-02	1.62726E-01	3.91603E-01	5.85318E-01	1.25338E+00
2.21926E-01	3.96806E-02	1.63402E-01	3.94119E-01	5.87158E-01	1.26651E+00
2.22881E-01	4.01015E-02	1.64078E-01	3.96646E-01	5.89004E-01	1.27978E+00
2.23836E-01	4.05257E-02	1.64754E-01	3.99184E-01	5.90855E-01	1.29318E+00
2.24790E-01	4.09530E-02	1.65431E-01	4.01736E-01	5.92742E-01	1.30695E+00
2.25743E-01	4.13836E-02	1.66109E-01	4.04304E-01	5.94685E-01	1.32124E+00
2.26696E-01	4.18176E-02	1.66788E-01	4.06887E-01	5.96653E-01	1.33582E+00
2.27649E-01	4.22551E-02	1.67466E-01	4.09481E-01	5.98621E-01	1.35052E+00
2.28603E-01	4.26962E-02	1.68145E-01	4.12086E-01	6.00616E-01	1.36554E+00
2.29556E-01	4.31409E-02	1.68824E-01	4.14703E-01	6.02670E-01	1.38113E+00
2.30509E-01	4.35892E-02	1.69503E-01	4.17334E-01	6.04764E-01	1.39716E+00
2.31462E-01	4.40410E-02	1.70184E-01	4.19981E-01	6.06865E-01	1.41337E+00
2.32414E-01	4.44960E-02	1.70865E-01	4.22642E-01	6.08988E-01	1.42989E+00
2.33364E-01	4.49536E-02	1.71546E-01	4.25314E-01	6.11164E-01	1.44696E+00
2.34313E-01	4.54141E-02	1.72227E-01	4.27999E-01	6.13384E-01	1.46454E+00
