[ms]_0	C-NO_0	C-OH_0
2.43315E-04	1.26713E-15	3.50294E-11
2.60075E-04	1.53190E-15	3.99086E-11
2.76836E-04	1.83014E-15	4.51046E-11
2.93596E-04	2.16373E-15	5.06201E-11
3.10357E-04	2.53457E-15	5.64584E-11
3.27118E-04	2.94457E-15	6.26234E-11
3.43878E-04	3.39569E-15	6.91199E-11
3.60639E-04	3.88989E-15	7.59529E-11
3.77400E-04	4.42917E-15	8.31284E-11
3.94160E-04	5.01560E-15	9.06525E-11
4.10921E-04	5.65126E-15	9.85324E-11
4.27681E-04	6.33830E-15	1.06776E-10
4.44442E-04	7.07891E-15	1.15390E-10
4.61202E-04	7.87534E-15	1.24385E-10
4.77963E-04	8.72990E-15	1.33769E-10
4.94724E-04	9.64496E-15	1.43552E-10
5.11484E-04	1.06230E-14	1.53745E-10
5.28245E-04	1.16664E-14	1.64359E-10
5.53585E-04	1.33741E-14	1.81229E-10
5.78924E-04	1.52466E-14	1.99130E-10
6.04264E-04	1.72936E-14	2.18107E-10
6.29604E-04	1.95253E-14	2.38208E-10
6.54944E-04	2.19525E-14	2.59485E-10
6.80283E-04	2.45864E-14	2.81994E-10
7.05623E-04	2.74386E-14	3.05793E-10
7.30963E-04	3.05216E-14	3.30943E-10
7.56302E-04	3.38483E-14	3.57510E-10
7.81642E-04	3.74325E-14	3.85563E-10
8.06982E-04	4.12883E-14	4.15176E-10
8.32322E-04	4.54310E-14	4.46424E-10
8.57661E-04	4.98764E-14	4.79389E-10
8.83001E-04	5.46411E-14	5.14156E-10
9.08341E-04	5.97427E-14	5.50815E-10
9.33681E-04	6.51995E-14	5.89459E-10
9.59020E-04	7.10311E-14	6.30189E-10
9.84360E-04	7.72577E-14	6.73108E-10
1.00970E-03	8.39009E-14	7.18326E-10
1.03504E-03	9.09831E-14	7.65956E-10
1.06038E-03	9.85282E-14	8.16120E-10
1.08572E-03	1.06561E-13	8.68944E-10
1.11106E-03	1.15108E-13	9.24561E-10
1.13640E-03	1.24197E-13	9.83109E-10
1.16174E-03	1.33856E-13	1.04473E-09
1.18708E-03	1.44117E-13	1.10959E-09
1.21242E-03	1.55011E-13	1.17783E-09
1.23776E-03	1.66573E-13	1.24963E-09
1.26310E-03	1.78838E-13	1.32516E-09
1.28844E-03	1.91843E-13	1.40460E-09
1.31378E-03	2.05628E-13	1.48815E-09
1.33912E-03	2.20235E-13	1.57601E-09
1.36446E-03	2.35706E-13	1.66838E-09
1.38980E-03	2.52088E-13	1.76548E-09
1.41514E-03	2.69430E-13	1.86755E-09
1.44048E-03	2.87781E-13	1.97481E-09
1.46582E-03	3.07196E-13	2.08753E-09
1.49116E-03	3.27731E-13	2.20595E-09
1.51649E-03	3.49444E-13	2.33034E-09
1.54183E-03	3.72398E-13	2.46100E-09
1.56717E-03	3.96658E-13	2.59820E-09
1.59251E-03	4.22294E-13	2.74226E-09
1.61785E-03	4.49377E-13	2.89350E-09
1.64319E-03	4.77984E-13	3.05223E-09
1.66853E-03	5.08194E-13	3.21880E-09
1.69387E-03	5.40093E-13	3.39357E-09
1.71921E-03	5.73768E-13	3.57690E-09
1.74455E-03	6.09312E-13	3.76917E-09
1.76989E-03	6.46823E-13	3.97077E-09
1.79523E-03	6.86405E-13	4.18211E-09
1.82057E-03	7.28165E-13	4.40361E-09
1.84591E-03	7.72216E-13	4.63571E-09
1.87125E-03	8.18680E-13	4.87883E-09
1.89659E-03	8.67680E-13	5.13345E-09
1.92193E-03	9.19348E-13	5.40003E-09
1.94727E-03	9.73824E-13	5.67905E-09
1.97261E-03	1.03125E-12	5.97101E-09
1.99795E-03	1.09179E-12	6.27641E-09
2.02329E-03	1.15559E-12	6.59575E-09
2.04863E-03	1.22282E-12	6.92958E-09
2.07397E-03	1.29367E-12	7.27841E-09
2.09931E-03	1.36831E-12	7.64279E-09
2.12465E-03	1.44694E-12	8.02325E-09
2.14999E-03	1.52977E-12	8.42034E-09
2.17533E-03	1.61701E-12	8.83462E-09
2.20067E-03	1.70888E-12	9.26664E-09
2.22601E-03	1.80561E-12	9.71693E-09
2.25135E-03	1.90747E-12	1.01861E-08
2.27669E-03	2.01469E-12	1.06745E-08
2.30203E-03	2.12755E-12	1.11829E-08
2.32737E-03	2.24633E-12	1.17117E-08
2.35271E-03	2.37133E-12	1.22614E-08
2.37805E-03	2.50285E-12	1.28324E-08
2.40339E-03	2.64121E-12	1.34253E-08
2.42872E-03	2.78675E-12	1.40405E-08
2.45406E-03	2.93982E-12	1.46783E-08
2.47940E-03	3.10078E-12	1.53391E-08
2.50474E-03	3.27001E-12	1.60233E-08
2.53008E-03	3.44789E-12	1.67311E-08
2.55542E-03	3.63485E-12	1.74626E-08
2.58076E-03	3.83131E-12	1.82182E-08
2.60610E-03	4.03769E-12	1.89978E-08
2.63144E-03	4.25447E-12	1.98015E-08
2.65678E-03	4.48211E-12	2.06293E-08
2.68212E-03	4.72110E-12	2.14810E-08
2.70746E-03	4.97194E-12	2.23564E-08
2.73280E-03	5.23514E-12	2.32552E-08
2.75814E-03	5.51125E-12	2.41771E-08
2.78348E-03	5.80081E-12	2.51214E-08
2.80882E-03	6.10439E-12	2.60876E-08
2.83416E-03	6.42255E-12	2.70751E-08
2.85950E-03	6.75588E-12	2.80830E-08
2.88484E-03	7.10498E-12	2.91103E-08
2.91018E-03	7.47047E-12	3.01560E-08
2.93552E-03	7.85296E-12	3.12190E-08
2.96086E-03	8.25309E-12	3.22980E-08
2.98620E-03	8.67148E-12	3.33916E-08
3.01154E-03	9.10878E-12	3.44984E-08
3.03688E-03	9.56562E-12	3.56167E-08
3.06222E-03	1.00427E-11	3.67449E-08
3.08756E-03	1.05405E-11	3.78812E-08
3.11290E-03	1.10599E-11	3.90238E-08
3.13824E-03	1.16014E-11	4.01707E-08
3.16358E-03	1.21656E-11	4.13199E-08
3.18892E-03	1.27532E-11	4.24695E-08
3.21426E-03	1.33648E-11	4.36173E-08
3.23960E-03	1.40010E-11	4.47613E-08
3.26494E-03	1.46624E-11	4.58993E-08
3.29028E-03	1.53495E-11	4.70293E-08
3.31562E-03	1.60628E-11	4.81492E-08
3.34095E-03	1.68030E-11	4.92570E-08
3.36629E-03	1.75704E-11	5.03506E-08
3.39163E-03	1.83656E-11	5.14281E-08
3.41697E-03	1.91890E-11	5.24877E-08
3.44231E-03	2.00410E-11	5.35277E-08
3.46765E-03	2.09219E-11	5.45463E-08
3.49299E-03	2.18322E-11	5.55420E-08
3.51833E-03	2.27720E-11	5.65134E-08
3.54367E-03	2.37417E-11	5.74592E-08
3.56901E-03	2.47415E-11	5.83783E-08
3.59435E-03	2.57716E-11	5.92696E-08
3.61969E-03	2.68321E-11	6.01322E-08
3.64503E-03	2.79232E-11	6.09655E-08
3.67037E-03	2.90448E-11	6.17688E-08
3.69571E-03	3.01971E-11	6.25418E-08
3.72105E-03	3.13800E-11	6.32840E-08
3.74639E-03	3.25934E-11	6.39954E-08
3.77173E-03	3.38373E-11	6.46760E-08
3.79707E-03	3.51116E-11	6.53258E-08
3.82241E-03	3.64161E-11	6.59450E-08
3.84775E-03	3.77505E-11	6.65341E-08
3.87309E-03	3.91148E-11	6.70934E-08
3.89843E-03	4.05085E-11	6.76234E-08
3.92377E-03	4.19315E-11	6.81248E-08
3.94911E-03	4.33833E-11	6.85983E-08
3.97445E-03	4.48637E-11	6.90446E-08
3.99979E-03	4.63723E-11	6.94645E-08
4.02513E-03	4.79086E-11	6.98589E-08
4.05047E-03	4.94723E-11	7.02287E-08
4.07581E-03	5.10630E-11	7.05748E-08
4.10115E-03	5.26801E-11	7.08981E-08
4.12649E-03	5.43233E-11	7.11997E-08
4.15183E-03	5.59920E-11	7.14805E-08
4.17717E-03	5.76857E-11	7.17414E-08
4.20250E-03	5.94040E-11	7.19835E-08
4.22785E-03	6.11463E-11	7.22077E-08
4.25318E-03	6.29121E-11	7.24149E-08
4.27852E-03	6.47009E-11	7.26061E-08
4.30386E-03	6.65121E-11	7.27822E-08
4.32920E-03	6.83452E-11	7.29441E-08
4.35454E-03	7.01998E-11	7.30926E-08
4.37988E-03	7.20752E-11	7.32285E-08
4.40522E-03	7.39708E-11	7.33527E-08
4.43056E-03	7.58863E-11	7.34660E-08
4.45590E-03	7.78210E-11	7.35690E-08
4.48124E-03	7.97745E-11	7.36624E-08
4.50658E-03	8.17461E-11	7.37470E-08
4.53192E-03	8.37354E-11	7.38233E-08
4.55726E-03	8.57419E-11	7.38920E-08
4.58260E-03	8.77651E-11	7.39537E-08
4.60794E-03	8.98044E-11	7.40088E-08
4.63328E-03	9.18594E-11	7.40579E-08
4.65862E-03	9.39296E-11	7.41014E-08
4.68396E-03	9.60146E-11	7.41399E-08
4.70930E-03	9.81138E-11	7.41736E-08
4.73464E-03	1.00227E-10	7.42031E-08
4.75998E-03	1.02353E-10	7.42287E-08
4.78532E-03	1.04492E-10	7.42507E-08
4.81066E-03	1.06644E-10	7.42694E-08
4.83600E-03	1.08808E-10	7.42852E-08
4.86134E-03	1.10983E-10	7.42983E-08
4.88668E-03	1.13170E-10	7.43089E-08
4.91202E-03	1.15368E-10	7.43174E-08
4.93736E-03	1.17576E-10	7.43238E-08
4.96270E-03	1.19794E-10	7.43285E-08
4.98804E-03	1.22022E-10	7.43316E-08
5.01338E-03	1.24259E-10	7.43333E-08
5.03872E-03	1.26506E-10	7.43336E-08
5.06406E-03	1.28761E-10	7.43329E-08
5.08940E-03	1.31025E-10	7.43311E-08
5.11473E-03	1.33297E-10	7.43284E-08
5.14008E-03	1.35577E-10	7.43250E-08
5.16541E-03	1.37864E-10	7.43209E-08
5.19075E-03	1.40158E-10	7.43162E-08
5.21609E-03	1.42459E-10	7.43111E-08
5.24143E-03	1.44768E-10	7.43054E-08
5.26677E-03	1.47082E-10	7.42995E-08
5.29211E-03	1.49403E-10	7.42932E-08
5.32383E-03	1.52316E-10	7.42850E-08
5.36192E-03	1.55826E-10	7.42748E-08
5.40001E-03	1.59349E-10	7.42643E-08
5.43809E-03	1.62882E-10	7.42537E-08
5.47618E-03	1.66427E-10	7.42430E-08
5.51427E-03	1.69981E-10	7.42323E-08
5.55236E-03	1.73545E-10	7.42217E-08
5.59045E-03	1.77118E-10	7.42113E-08
5.62854E-03	1.80699E-10	7.42011E-08
5.66663E-03	1.84288E-10	7.41911E-08
5.70472E-03	1.87885E-10	7.41813E-08
5.74281E-03	1.91488E-10	7.41719E-08
5.78089E-03	1.95098E-10	7.41627E-08
5.81898E-03	1.98714E-10	7.41538E-08
5.85707E-03	2.02336E-10	7.41453E-08
5.89516E-03	2.05963E-10	7.41370E-08
5.93325E-03	2.09595E-10	7.41291E-08
5.97134E-03	2.13232E-10	7.41215E-08
6.00943E-03	2.16873E-10	7.41141E-08
6.04752E-03	2.20518E-10	7.41071E-08
6.08561E-03	2.24167E-10	7.41004E-08
6.12370E-03	2.27820E-10	7.40939E-08
6.16178E-03	2.31477E-10	7.40877E-08
6.19987E-03	2.35136E-10	7.40817E-08
6.23796E-03	2.38799E-10	7.40760E-08
6.27605E-03	2.42464E-10	7.40705E-08
6.31414E-03	2.46132E-10	7.40653E-08
6.35223E-03	2.49802E-10	7.40603E-08
6.39032E-03	2.53474E-10	7.40554E-08
6.42841E-03	2.57149E-10	7.40508E-08
6.46650E-03	2.60826E-10	7.40463E-08
6.50458E-03	2.64504E-10	7.40420E-08
6.55231E-03	2.69116E-10	7.40369E-08
6.60966E-03	2.74661E-10	7.40310E-08
6.66702E-03	2.80210E-10	7.40255E-08
6.72438E-03	2.85762E-10	7.40202E-08
6.78174E-03	2.91316E-10	7.40152E-08
6.83910E-03	2.96873E-10	7.40105E-08
6.89645E-03	3.02432E-10	7.40059E-08
6.95381E-03	3.07993E-10	7.40016E-08
7.01117E-03	3.13555E-10	7.39974E-08
7.06853E-03	3.19119E-10	7.39934E-08
7.12589E-03	3.24684E-10	7.39896E-08
7.18324E-03	3.30251E-10	7.39858E-08
7.24060E-03	3.35819E-10	7.39823E-08
7.29796E-03	3.41387E-10	7.39787E-08
7.35532E-03	3.46957E-10	7.39753E-08
7.41267E-03	3.52527E-10	7.39721E-08
7.47003E-03	3.58098E-10	7.39688E-08
7.52739E-03	3.63669E-10	7.39657E-08
7.58475E-03	3.69242E-10	7.39626E-08
7.64211E-03	3.74814E-10	7.39595E-08
7.69946E-03	3.80387E-10	7.39565E-08
7.75682E-03	3.85960E-10	7.39536E-08
7.81418E-03	3.91533E-10	7.39507E-08
7.88606E-03	3.98518E-10	7.39471E-08
7.97245E-03	4.06913E-10	7.39429E-08
8.05885E-03	4.15309E-10	7.39388E-08
8.14525E-03	4.23705E-10	7.39346E-08
8.23165E-03	4.32102E-10	7.39306E-08
8.31804E-03	4.40498E-10	7.39266E-08
8.40444E-03	4.48894E-10	7.39226E-08
8.49084E-03	4.57289E-10	7.39186E-08
8.57724E-03	4.65685E-10	7.39147E-08
8.66363E-03	4.74080E-10	7.39108E-08
8.75003E-03	4.82475E-10	7.39069E-08
8.83643E-03	4.90869E-10	7.39030E-08
8.92283E-03	4.99263E-10	7.38991E-08
9.00923E-03	5.07656E-10	7.38953E-08
9.09562E-03	5.16049E-10	7.38915E-08
9.18202E-03	5.24442E-10	7.38876E-08
9.29074E-03	5.35002E-10	7.38828E-08
9.42180E-03	5.47730E-10	7.38770E-08
9.55285E-03	5.60456E-10	7.38712E-08
9.68389E-03	5.73181E-10	7.38654E-08
9.81495E-03	5.85904E-10	7.38597E-08
9.94600E-03	5.98625E-10	7.38539E-08
1.00771E-02	6.11345E-10	7.38482E-08
1.02081E-02	6.24064E-10	7.38424E-08
1.03392E-02	6.36781E-10	7.38367E-08
1.04702E-02	6.49495E-10	7.38309E-08
1.06012E-02	6.62209E-10	7.38252E-08
1.07984E-02	6.81328E-10	7.38165E-08
1.09955E-02	7.00443E-10	7.38078E-08
1.11926E-02	7.19555E-10	7.37992E-08
1.13897E-02	7.38662E-10	7.37906E-08
1.15868E-02	7.57765E-10	7.37819E-08
1.17840E-02	7.76863E-10	7.37733E-08
1.19811E-02	7.95958E-10	7.37647E-08
1.22308E-02	8.20143E-10	7.37537E-08
1.25332E-02	8.49413E-10	7.37405E-08
1.28355E-02	8.78674E-10	7.37272E-08
1.31378E-02	9.07924E-10	7.37140E-08
1.34402E-02	9.37163E-10	7.37007E-08
1.37425E-02	9.66393E-10	7.36875E-08
1.40449E-02	9.95612E-10	7.36743E-08
1.44254E-02	1.03237E-09	7.36576E-08
1.48840E-02	1.07665E-09	7.36375E-08
1.53426E-02	1.12091E-09	7.36175E-08
1.58012E-02	1.16514E-09	7.35974E-08
1.62599E-02	1.20935E-09	7.35774E-08
1.67185E-02	1.25354E-09	7.35573E-08
1.71771E-02	1.29770E-09	7.35373E-08
1.76358E-02	1.34183E-09	7.35172E-08
1.80944E-02	1.38594E-09	7.34972E-08
1.87911E-02	1.45290E-09	7.34668E-08
1.94878E-02	1.51981E-09	7.34364E-08
2.01845E-02	1.58666E-09	7.34060E-08
2.08813E-02	1.65345E-09	7.33756E-08
2.15780E-02	1.72019E-09	7.33452E-08
2.24594E-02	1.80453E-09	7.33068E-08
2.35255E-02	1.90643E-09	7.32604E-08
2.45916E-02	2.00819E-09	7.32140E-08
2.59268E-02	2.13545E-09	7.31559E-08
2.75311E-02	2.28807E-09	7.30863E-08
2.91353E-02	2.44038E-09	7.30167E-08
3.07396E-02	2.59239E-09	7.29472E-08
3.29179E-02	2.79830E-09	7.28529E-08
3.56702E-02	3.05765E-09	7.27341E-08
3.84225E-02	3.31610E-09	7.26155E-08
4.11749E-02	3.57363E-09	7.24972E-08
4.58729E-02	4.01111E-09	7.22959E-08
4.98686E-02	4.38108E-09	7.21254E-08
5.38642E-02	4.74910E-09	7.19555E-08
5.78599E-02	5.11518E-09	7.17863E-08
6.18556E-02	5.47932E-09	7.16179E-08
6.69242E-02	5.93843E-09	7.14052E-08
7.30659E-02	6.49054E-09	7.11492E-08
7.92075E-02	7.03804E-09	7.08950E-08
8.53492E-02	7.58094E-09	7.06427E-08
9.14909E-02	8.11925E-09	7.03924E-08
9.76325E-02	8.65299E-09	7.01440E-08
1.03774E-01	9.18216E-09	6.98978E-08
1.09916E-01	9.70680E-09	6.96536E-08
1.16057E-01	1.02269E-08	6.94116E-08
1.22199E-01	1.07425E-08	6.91718E-08
1.26449E-01	1.10967E-08	6.90071E-08
1.30698E-01	1.14488E-08	6.88435E-08
1.34948E-01	1.17987E-08	6.86810E-08
1.39198E-01	1.21465E-08	6.85195E-08
1.43447E-01	1.24922E-08	6.83592E-08
1.47697E-01	1.28358E-08	6.81999E-08
1.51947E-01	1.31774E-08	6.80417E-08
1.56196E-01	1.35169E-08	6.78847E-08
1.60446E-01	1.38543E-08	6.77287E-08
1.64695E-01	1.41898E-08	6.75739E-08
1.68945E-01	1.45232E-08	6.74202E-08
1.73195E-01	1.48545E-08	6.72676E-08
1.77444E-01	1.51839E-08	6.71161E-08
1.81694E-01	1.55113E-08	6.69657E-08
1.85943E-01	1.58368E-08	6.68165E-08
1.90193E-01	1.61602E-08	6.66684E-08
1.94442E-01	1.64818E-08	6.65215E-08
1.98692E-01	1.68014E-08	6.63756E-08
2.02942E-01	1.71191E-08	6.62309E-08
2.05842E-01	1.73349E-08	6.61328E-08
2.08743E-01	1.75497E-08	6.60352E-08
2.11216E-01	1.77322E-08	6.59524E-08
2.13261E-01	1.78827E-08	6.58842E-08
2.15307E-01	1.80328E-08	6.58163E-08
2.17353E-01	1.81824E-08	6.57486E-08
2.18579E-01	1.82719E-08	6.57082E-08
2.19597E-01	1.83461E-08	6.56747E-08
2.20615E-01	1.84201E-08	6.56413E-08
2.21633E-01	1.84941E-08	6.56079E-08
2.22651E-01	1.85680E-08	6.55746E-08
2.24501E-01	1.87020E-08	6.55142E-08
2.26352E-01	1.88356E-08	6.54541E-08
2.28821E-01	1.90134E-08	6.53741E-08
2.33796E-01	1.93698E-08	6.52142E-08
2.38771E-01	1.97237E-08	6.50558E-08
2.43746E-01	2.00752E-08	6.48989E-08
2.48721E-01	2.04243E-08	6.47436E-08
2.53696E-01	2.07710E-08	6.45898E-08
2.60160E-01	2.12179E-08	6.43923E-08
2.68111E-01	2.17623E-08	6.41528E-08
2.76063E-01	2.23009E-08	6.39171E-08
2.84015E-01	2.28337E-08	6.36852E-08
2.91966E-01	2.33608E-08	6.34572E-08
2.99918E-01	2.38824E-08	6.32329E-08
3.07869E-01	2.43986E-08	6.30123E-08
3.15821E-01	2.49093E-08	6.27954E-08
3.23772E-01	2.54148E-08	6.25822E-08
3.31724E-01	2.59151E-08	6.23726E-08
3.39675E-01	2.64103E-08	6.21666E-08
3.47627E-01	2.69005E-08	6.19642E-08
3.55578E-01	2.73857E-08	6.17653E-08
3.63530E-01	2.78661E-08	6.15698E-08
3.71482E-01	2.83418E-08	6.13778E-08
3.79433E-01	2.88128E-08	6.11892E-08
3.84105E-01	2.90874E-08	6.10800E-08
3.86826E-01	2.92466E-08	6.10169E-08
3.89547E-01	2.94053E-08	6.09542E-08
3.92269E-01	2.95635E-08	6.08918E-08
3.94990E-01	2.97211E-08	6.08299E-08
3.97711E-01	2.98783E-08	6.07684E-08
4.01119E-01	3.00743E-08	6.06918E-08
4.05213E-01	3.03088E-08	6.06006E-08
4.10672E-01	3.06196E-08	6.04804E-08
4.17496E-01	3.10054E-08	6.03322E-08
4.24319E-01	3.13880E-08	6.01864E-08
4.31143E-01	3.17676E-08	6.00428E-08
4.41699E-01	3.23489E-08	5.98252E-08
4.52254E-01	3.29232E-08	5.96129E-08
4.62810E-01	3.34907E-08	5.94059E-08
4.73366E-01	3.40515E-08	5.92040E-08
4.83921E-01	3.46057E-08	5.90071E-08
4.94477E-01	3.51536E-08	5.88151E-08
5.05033E-01	3.56952E-08	5.86280E-08
5.15589E-01	3.62308E-08	5.84456E-08
5.26144E-01	3.67604E-08	5.82678E-08
5.36700E-01	3.72842E-08	5.80945E-08
5.47256E-01	3.78024E-08	5.79257E-08
5.57811E-01	3.83150E-08	5.77612E-08
5.68367E-01	3.88222E-08	5.76009E-08
5.78923E-01	3.93241E-08	5.74448E-08
5.89478E-01	3.98208E-08	5.72927E-08
6.00034E-01	4.03125E-08	5.71446E-08
6.08991E-01	4.07258E-08	5.70219E-08
6.14404E-01	4.09739E-08	5.69491E-08
6.19817E-01	4.12207E-08	5.68772E-08
6.25229E-01	4.14663E-08	5.68064E-08
6.30642E-01	4.17106E-08	5.67364E-08
6.36055E-01	4.19537E-08	5.66675E-08
6.43108E-01	4.22687E-08	5.65790E-08
6.51801E-01	4.26542E-08	5.64721E-08
6.60495E-01	4.30366E-08	5.63675E-08
6.69188E-01	4.34161E-08	5.62652E-08
6.83988E-01	4.40555E-08	5.60960E-08
6.94904E-01	4.45218E-08	5.59753E-08
7.05820E-01	4.49838E-08	5.58579E-08
7.16736E-01	4.54416E-08	5.57436E-08
7.27652E-01	4.58951E-08	5.56325E-08
7.38568E-01	4.63446E-08	5.55244E-08
7.49484E-01	4.67901E-08	5.54192E-08
7.60400E-01	4.72316E-08	5.53169E-08
7.71316E-01	4.76693E-08	5.52174E-08
7.82232E-01	4.81032E-08	5.51206E-08
7.93148E-01	4.85334E-08	5.50264E-08
8.04064E-01	4.89601E-08	5.49348E-08
8.14980E-01	4.93831E-08	5.48457E-08
8.25896E-01	4.98027E-08	5.47590E-08
8.36812E-01	5.02189E-08	5.46746E-08
8.47728E-01	5.06317E-08	5.45926E-08
8.58644E-01	5.10412E-08	5.45127E-08
8.69560E-01	5.14475E-08	5.44350E-08
8.80476E-01	5.18506E-08	5.43594E-08
8.91392E-01	5.22505E-08	5.42858E-08
9.02308E-01	5.26475E-08	5.42141E-08
9.13224E-01	5.30414E-08	5.41444E-08
9.24140E-01	5.34323E-08	5.40765E-08
9.35056E-01	5.38203E-08	5.40104E-08
9.45972E-01	5.42055E-08	5.39461E-08
9.56888E-01	5.45879E-08	5.38834E-08
9.67804E-01	5.49675E-08	5.38224E-08
9.78720E-01	5.53443E-08	5.37630E-08
9.98188E-01	5.60098E-08	5.36608E-08
1.00000E+00	5.60713E-08	5.36515E-08
