DEid         	Tinlet       	StrainRate   	dZprime      	gprime       
2.928300E+04 	1.500000E+03 	2.400000E+01 	1.943166E+00 	2.862954E-01 
2.933200E+04 	1.500000E+03 	3.600000E+01 	1.011347E+00 	9.347072E-01 
2.935500E+04 	1.500000E+03 	3.500000E+01 	8.180008E-01 	8.862898E-01 
2.935700E+04 	1.500000E+03 	3.400000E+01 	9.715039E-01 	7.420526E-01 
2.937300E+04 	1.500000E+03 	3.000000E+01 	1.567531E+00 	4.685600E-01 
2.938500E+04 	1.500000E+03 	2.500000E+01 	1.797046E+00 	2.575961E-01 
2.939800E+04 	1.500000E+03 	2.500000E+01 	1.924683E+00 	2.911665E-01 
2.942200E+04 	1.500000E+03 	3.100000E+01 	1.271493E+00 	5.559488E-01 
2.942400E+04 	1.500000E+03 	2.500000E+01 	1.906280E+00 	2.544054E-01 
2.944800E+04 	1.500000E+03 	2.900000E+01 	1.497359E+00 	4.377629E-01 
2.944900E+04 	1.500000E+03 	3.200000E+01 	1.245682E+00 	6.456268E-01 
2.946100E+04 	1.500000E+03 	2.900000E+01 	1.485338E+00 	4.361223E-01 
2.948600E+04 	1.500000E+03 	3.500000E+01 	9.621403E-01 	7.509782E-01 
2.950600E+04 	1.500000E+03 	3.500000E+01 	8.928297E-01 	8.923368E-01 
2.959000E+04 	1.500000E+03 	3.100000E+01 	1.539584E+00 	5.159075E-01 
2.961300E+04 	1.500000E+03 	3.000000E+01 	1.398697E+00 	4.789792E-01 
2.966500E+04 	1.500000E+03 	2.900000E+01 	1.485769E+00 	4.414599E-01 
2.970700E+04 	1.500000E+03 	2.200000E+01 	2.305616E+00 	1.890007E-01 
2.974800E+04 	1.500000E+03 	2.900000E+01 	1.446458E+00 	4.408576E-01 
2.974900E+04 	1.500000E+03 	2.900000E+01 	1.557430E+00 	4.001498E-01 
2.979000E+04 	1.500000E+03 	3.200000E+01 	1.241367E+00 	5.323466E-01 
2.981900E+04 	1.500000E+03 	3.200000E+01 	1.345009E+00 	6.008489E-01 
2.985500E+04 	1.500000E+03 	3.000000E+01 	1.447894E+00 	4.937800E-01 
2.985700E+04 	1.500000E+03 	3.600000E+01 	8.046088E-01 	9.852732E-01 
2.986100E+04 	1.500000E+03 	2.400000E+01 	1.970557E+00 	2.428795E-01 
2.987300E+04 	1.500000E+03 	3.700000E+01 	7.273938E-01 	9.643724E-01 
2.991100E+04 	1.500000E+03 	3.000000E+01 	1.833333E+00 	4.169151E-01 
2.991500E+04 	1.500000E+03 	3.000000E+01 	1.780516E+00 	4.638272E-01 
2.992800E+04 	1.500000E+03 	2.900000E+01 	1.994962E+00 	3.692073E-01 
2.995000E+04 	1.500000E+03 	2.800000E+01 	1.623448E+00 	4.055493E-01 
2.997000E+04 	1.500000E+03 	2.800000E+01 	1.680064E+00 	3.514081E-01 
2.997500E+04 	1.500000E+03 	3.000000E+01 	1.350699E+00 	4.720773E-01 
3.000200E+04 	1.500000E+03 	2.700000E+01 	2.133228E+00 	3.228838E-01 
3.001700E+04 	1.500000E+03 	2.300000E+01 	2.239950E+00 	2.228769E-01 
3.002900E+04 	1.500000E+03 	3.000000E+01 	1.557373E+00 	4.293440E-01 
3.004100E+04 	1.500000E+03 	2.500000E+01 	1.869271E+00 	2.674556E-01 
3.006900E+04 	1.500000E+03 	2.700000E+01 	1.788078E+00 	3.270552E-01 
3.019000E+04 	1.500000E+03 	2.300000E+01 	2.492695E+00 	2.240005E-01 
3.019700E+04 	1.500000E+03 	2.600000E+01 	1.770169E+00 	3.079550E-01 
3.020800E+04 	1.500000E+03 	2.400000E+01 	1.815126E+00 	2.560136E-01 
3.024000E+04 	1.500000E+03 	3.000000E+01 	1.851334E+00 	4.330577E-01 
3.033500E+04 	1.500000E+03 	3.000000E+01 	1.494548E+00 	4.108568E-01 
3.034000E+04 	1.500000E+03 	2.900000E+01 	1.733589E+00 	4.303750E-01 
3.034200E+04 	1.500000E+03 	3.300000E+01 	1.327142E+00 	5.992463E-01 
3.034600E+04 	1.500000E+03 	2.600000E+01 	2.615787E+00 	2.810692E-01 
3.034700E+04 	1.500000E+03 	2.600000E+01 	2.058794E+00 	3.025057E-01 
3.037400E+04 	1.500000E+03 	2.600000E+01 	1.737881E+00 	2.898192E-01 
3.038800E+04 	1.500000E+03 	2.400000E+01 	2.155398E+00 	2.181106E-01 
