x[cm]_0	X-CH_0	x[cm]_1	X-CH_1	x[cm]_2	X-CH_2
4.10434E-01	8.47273E-05	2.95942E-01	9.45092E-04	8.03444E-01	1.08067E+00
4.10957E-01	8.55272E-05	2.96404E-01	9.58167E-04	8.04507E-01	1.10507E+00
4.11481E-01	8.63352E-05	2.96865E-01	9.71469E-04	8.05569E-01	1.12987E+00
4.12003E-01	8.71504E-05	2.97327E-01	9.85002E-04	8.06631E-01	1.15510E+00
4.12524E-01	8.79712E-05	2.97788E-01	9.98770E-04	8.07693E-01	1.18076E+00
4.13044E-01	8.87978E-05	2.98249E-01	1.01278E-03	8.08755E-01	1.20685E+00
4.13563E-01	8.96320E-05	2.98711E-01	1.02703E-03	8.09817E-01	1.23339E+00
4.14082E-01	9.04749E-05	2.99173E-01	1.04155E-03	8.10878E-01	1.26037E+00
4.14601E-01	9.13265E-05	2.99637E-01	1.05639E-03	8.11940E-01	1.28779E+00
4.15119E-01	9.21868E-05	3.00103E-01	1.07155E-03	8.13002E-01	1.31566E+00
4.15638E-01	9.30562E-05	3.00569E-01	1.08700E-03	8.14064E-01	1.34399E+00
4.16157E-01	9.39346E-05	3.01036E-01	1.10271E-03	8.15126E-01	1.37276E+00
4.16676E-01	9.48222E-05	3.01502E-01	1.11871E-03	8.16187E-01	1.40197E+00
4.17195E-01	9.57191E-05	3.01968E-01	1.13499E-03	8.17248E-01	1.43163E+00
4.17714E-01	9.66255E-05	3.02435E-01	1.15156E-03	8.18309E-01	1.46175E+00
4.18233E-01	9.75414E-05	3.02901E-01	1.16842E-03	8.19369E-01	1.49232E+00
4.18752E-01	9.84670E-05	3.03368E-01	1.18558E-03	8.20430E-01	1.52335E+00
4.19270E-01	9.94012E-05	3.03834E-01	1.20305E-03	8.21491E-01	1.55484E+00
4.19786E-01	1.00342E-04	3.04300E-01	1.22083E-03	8.22552E-01	1.58678E+00
4.20300E-01	1.01289E-04	3.04769E-01	1.23902E-03	8.23613E-01	1.61919E+00
4.20814E-01	1.02245E-04	3.05243E-01	1.25772E-03	8.24673E-01	1.65205E+00
4.21328E-01	1.03211E-04	3.05718E-01	1.27684E-03	8.25734E-01	1.68537E+00
4.21842E-01	1.04187E-04	3.06194E-01	1.29631E-03	8.26795E-01	1.71915E+00
4.22356E-01	1.05174E-04	3.06669E-01	1.31614E-03	8.27856E-01	1.75339E+00
4.22869E-01	1.06172E-04	3.07145E-01	1.33633E-03	8.28917E-01	1.78808E+00
4.23383E-01	1.07180E-04	3.07620E-01	1.35688E-03	8.29978E-01	1.82323E+00
4.23897E-01	1.08199E-04	3.08096E-01	1.37781E-03	8.31038E-01	1.85882E+00
4.24411E-01	1.09230E-04	3.08572E-01	1.39912E-03	8.32099E-01	1.89487E+00
4.24925E-01	1.10272E-04	3.09047E-01	1.42082E-03	8.33160E-01	1.93136E+00
4.25438E-01	1.11326E-04	3.09523E-01	1.44291E-03	8.34221E-01	1.96830E+00
4.25952E-01	1.12391E-04	3.09999E-01	1.46546E-03	8.35281E-01	2.00569E+00
4.26466E-01	1.13468E-04	3.10481E-01	1.48865E-03	8.36342E-01	2.04351E+00
4.26978E-01	1.14555E-04	3.10967E-01	1.51253E-03	8.37403E-01	2.08177E+00
4.27488E-01	1.15650E-04	3.11456E-01	1.53696E-03	8.38464E-01	2.12047E+00
4.27997E-01	1.16756E-04	3.11945E-01	1.56185E-03	8.39526E-01	2.15964E+00
4.28507E-01	1.17875E-04	3.12434E-01	1.58721E-03	8.40590E-01	2.19935E+00
4.29016E-01	1.19007E-04	3.12922E-01	1.61304E-03	8.41657E-01	2.23960E+00
4.29526E-01	1.20153E-04	3.13411E-01	1.63936E-03	8.42726E-01	2.28035E+00
4.30035E-01	1.21313E-04	3.13900E-01	1.66617E-03	8.43794E-01	2.32155E+00
4.30544E-01	1.22486E-04	3.14388E-01	1.69349E-03	8.44862E-01	2.36320E+00
4.31054E-01	1.23673E-04	3.14877E-01	1.72132E-03	8.45931E-01	2.40528E+00
4.31563E-01	1.24875E-04	3.15366E-01	1.74967E-03	8.46999E-01	2.44781E+00
4.32073E-01	1.26091E-04	3.15857E-01	1.77870E-03	8.48068E-01	2.49077E+00
4.32582E-01	1.27323E-04	3.16355E-01	1.80866E-03	8.49136E-01	2.53416E+00
4.33092E-01	1.28570E-04	3.16858E-01	1.83954E-03	8.50204E-01	2.57798E+00
4.33601E-01	1.29832E-04	3.17362E-01	1.87111E-03	8.51273E-01	2.62222E+00
4.34110E-01	1.31108E-04	3.17867E-01	1.90329E-03	8.52343E-01	2.66696E+00
4.34618E-01	1.32398E-04	3.18372E-01	1.93610E-03	8.53421E-01	2.71244E+00
4.35125E-01	1.33702E-04	3.18876E-01	1.96954E-03	8.54509E-01	2.75879E+00
4.35631E-01	1.35022E-04	3.19381E-01	2.00363E-03	8.55602E-01	2.80574E+00
4.36138E-01	1.36358E-04	3.19886E-01	2.03837E-03	8.56694E-01	2.85312E+00
4.36645E-01	1.37712E-04	3.20390E-01	2.07380E-03	8.57786E-01	2.90092E+00
4.37152E-01	1.39084E-04	3.20895E-01	2.10990E-03	8.58878E-01	2.94915E+00
4.37658E-01	1.40473E-04	3.21400E-01	2.14671E-03	8.59970E-01	2.99779E+00
4.38165E-01	1.41880E-04	3.21908E-01	2.18448E-03	8.61063E-01	3.04685E+00
4.38672E-01	1.43306E-04	3.22423E-01	2.22353E-03	8.62155E-01	3.09633E+00
4.39179E-01	1.44750E-04	3.22942E-01	2.26370E-03	8.63247E-01	3.14621E+00
4.39686E-01	1.46213E-04	3.23462E-01	2.30471E-03	8.64339E-01	3.19649E+00
4.40192E-01	1.47696E-04	3.23982E-01	2.34655E-03	8.65434E-01	3.24729E+00
4.40699E-01	1.49198E-04	3.24502E-01	2.38921E-03	8.66544E-01	3.29918E+00
4.41206E-01	1.50720E-04	3.25022E-01	2.43273E-03	8.67675E-01	3.35253E+00
4.41712E-01	1.52262E-04	3.25542E-01	2.47712E-03	8.68817E-01	3.40677E+00
4.42218E-01	1.53824E-04	3.26062E-01	2.52240E-03	8.69959E-01	3.46143E+00
4.42724E-01	1.55406E-04	3.26582E-01	2.56858E-03	8.71102E-01	3.51649E+00
4.43230E-01	1.57009E-04	3.27102E-01	2.61568E-03	8.72244E-01	3.57195E+00
4.43736E-01	1.58635E-04	3.27622E-01	2.66374E-03	8.73386E-01	3.62780E+00
4.44242E-01	1.60283E-04	3.28146E-01	2.71308E-03	8.74528E-01	3.68404E+00
4.44748E-01	1.61953E-04	3.28676E-01	2.76397E-03	8.75670E-01	3.74065E+00
4.45254E-01	1.63646E-04	3.29208E-01	2.81617E-03	8.76811E-01	3.79763E+00
4.45760E-01	1.65363E-04	3.29740E-01	2.86942E-03	8.77953E-01	3.85496E+00
4.46266E-01	1.67104E-04	3.30272E-01	2.92376E-03	8.79110E-01	3.91336E+00
4.46771E-01	1.68869E-04	3.30804E-01	2.97921E-03	8.80300E-01	3.97386E+00
4.47277E-01	1.70659E-04	3.31336E-01	3.03579E-03	8.81517E-01	4.03608E+00
4.47783E-01	1.72474E-04	3.31868E-01	3.09352E-03	8.82740E-01	4.09897E+00
4.48289E-01	1.74315E-04	3.32400E-01	3.15242E-03	8.83964E-01	4.16221E+00
4.48795E-01	1.76182E-04	3.32932E-01	3.21252E-03	8.85187E-01	4.22579E+00
4.49301E-01	1.78075E-04	3.33464E-01	3.27385E-03	8.86410E-01	4.28969E+00
4.49807E-01	1.79996E-04	3.33997E-01	3.33647E-03	8.87633E-01	4.35390E+00
4.50313E-01	1.81944E-04	3.34531E-01	3.40060E-03	8.88856E-01	4.41841E+00
4.50819E-01	1.83920E-04	3.35068E-01	3.46634E-03	8.90079E-01	4.48318E+00
4.51324E-01	1.85925E-04	3.35606E-01	3.53356E-03	8.91311E-01	4.54869E+00
4.51830E-01	1.87958E-04	3.36144E-01	3.60215E-03	8.92581E-01	4.61649E+00
4.52336E-01	1.90021E-04	3.36682E-01	3.67215E-03	8.93902E-01	4.68724E+00
4.52842E-01	1.92114E-04	3.37220E-01	3.74358E-03	8.95243E-01	4.75935E+00
4.53348E-01	1.94238E-04	3.37758E-01	3.81648E-03	8.96585E-01	4.83169E+00
4.53854E-01	1.96393E-04	3.38296E-01	3.89086E-03	8.97926E-01	4.90423E+00
4.54360E-01	1.98579E-04	3.38834E-01	3.96677E-03	8.99268E-01	4.97694E+00
4.54866E-01	2.00798E-04	3.39372E-01	4.04423E-03	9.00609E-01	5.04981E+00
4.55372E-01	2.03049E-04	3.39910E-01	4.12327E-03	9.01951E-01	5.12279E+00
4.55878E-01	2.05334E-04	3.40448E-01	4.20391E-03	9.03300E-01	5.19629E+00
4.56383E-01	2.07653E-04	3.40985E-01	4.28616E-03	9.04699E-01	5.27256E+00
4.56889E-01	2.10007E-04	3.41523E-01	4.37004E-03	9.06173E-01	5.35300E+00
4.57395E-01	2.12395E-04	3.42060E-01	4.45561E-03	9.07682E-01	5.43530E+00
4.57901E-01	2.14820E-04	3.42597E-01	4.54292E-03	9.09190E-01	5.51757E+00
4.58407E-01	2.17281E-04	3.43134E-01	4.63200E-03	9.10699E-01	5.59976E+00
4.58913E-01	2.19779E-04	3.43671E-01	4.72289E-03	9.12207E-01	5.68181E+00
4.59419E-01	2.22315E-04	3.44209E-01	4.81562E-03	9.13716E-01	5.76369E+00
4.59925E-01	2.24889E-04	3.44746E-01	4.91024E-03	9.15246E-01	5.84652E+00
4.60431E-01	2.27503E-04	3.45283E-01	5.00677E-03	9.16852E-01	5.93319E+00
4.60937E-01	2.30156E-04	3.45820E-01	5.10525E-03	9.18547E-01	6.02418E+00
4.61443E-01	2.32849E-04	3.46358E-01	5.20573E-03	9.20274E-01	6.11645E+00
4.61949E-01	2.35584E-04	3.46895E-01	5.30817E-03	9.22001E-01	6.20815E+00
4.62455E-01	2.38360E-04	3.47430E-01	5.41238E-03	9.23728E-01	6.29920E+00
4.62961E-01	2.41179E-04	3.47963E-01	5.51825E-03	9.25455E-01	6.38950E+00
4.63467E-01	2.44042E-04	3.48495E-01	5.62604E-03	9.27238E-01	6.48189E+00
4.63973E-01	2.46948E-04	3.49028E-01	5.73599E-03	9.29146E-01	6.57966E+00
4.64479E-01	2.49900E-04	3.49560E-01	5.84812E-03	9.31134E-01	6.68026E+00
4.64985E-01	2.52897E-04	3.50092E-01	5.96250E-03	9.33135E-01	6.78001E+00
4.65491E-01	2.55941E-04	3.50624E-01	6.07915E-03	9.35135E-01	6.87816E+00
4.65997E-01	2.59033E-04	3.51157E-01	6.19811E-03	9.37157E-01	6.97561E+00
4.66503E-01	2.62173E-04	3.51689E-01	6.31945E-03	9.39277E-01	7.07575E+00
4.67009E-01	2.65362E-04	3.52221E-01	6.44319E-03	9.41531E-01	7.17971E+00
4.67515E-01	2.68600E-04	3.52754E-01	6.56939E-03	9.43839E-01	7.28345E+00
4.68021E-01	2.71889E-04	3.53286E-01	6.69809E-03	9.46148E-01	7.38420E+00
4.68527E-01	2.75230E-04	3.53817E-01	6.82901E-03	9.48500E-01	7.48364E+00
4.69034E-01	2.78623E-04	3.54344E-01	6.96171E-03	9.50975E-01	7.58467E+00
4.69540E-01	2.82069E-04	3.54870E-01	7.09645E-03	9.53568E-01	7.68631E+00
4.70046E-01	2.85570E-04	3.55395E-01	7.23370E-03	9.56200E-01	7.78476E+00
4.70552E-01	2.89126E-04	3.55920E-01	7.37362E-03	9.58860E-01	7.87925E+00
4.71058E-01	2.92738E-04	3.56445E-01	7.51627E-03	9.61622E-01	7.97188E+00
4.71564E-01	2.96407E-04	3.56970E-01	7.66169E-03	9.64505E-01	8.06240E+00
4.72070E-01	3.00134E-04	3.57496E-01	7.80993E-03	9.67434E-01	8.14776E+00
4.72576E-01	3.03920E-04	3.58021E-01	7.96105E-03	9.70400E-01	8.22725E+00
4.73083E-01	3.07771E-04	3.58546E-01	8.11510E-03	9.73462E-01	8.30182E+00
4.73591E-01	3.11694E-04	3.59071E-01	8.27213E-03	9.76601E-01	8.37026E+00
4.74100E-01	3.15686E-04	3.59596E-01	8.43220E-03	9.79769E-01	8.43094E+00
4.74609E-01	3.19744E-04	3.60121E-01	8.59536E-03	9.82985E-01	8.48384E+00
4.75119E-01	3.23868E-04	3.60645E-01	8.76114E-03	9.86272E-01	8.52878E+00
4.75628E-01	3.28057E-04	3.61165E-01	8.92892E-03	9.89593E-01	8.56472E+00
4.76137E-01	3.32314E-04	3.61682E-01	9.09914E-03	9.92935E-01	8.59127E+00
4.76646E-01	3.36639E-04	3.62199E-01	9.27247E-03	9.96325E-01	8.60832E+00
4.77155E-01	3.41034E-04	3.62717E-01	9.44909E-03	9.99743E-01	8.61546E+00
4.77665E-01	3.45500E-04	3.63234E-01	9.62905E-03	1.00318E+00	8.61253E+00
4.78174E-01	3.50038E-04	3.63751E-01	9.81241E-03	1.00664E+00	8.59940E+00
4.78683E-01	3.54650E-04	3.64268E-01	9.99923E-03	1.01013E+00	8.57597E+00
4.79192E-01	3.59336E-04	3.64785E-01	1.01896E-02	1.01364E+00	8.54229E+00
4.79701E-01	3.64098E-04	3.65302E-01	1.03835E-02	1.01717E+00	8.49834E+00
4.80211E-01	3.68937E-04	3.65820E-01	1.05811E-02	1.02071E+00	8.44416E+00
4.80720E-01	3.73855E-04	3.66337E-01	1.07824E-02	1.02428E+00	8.38000E+00
4.81229E-01	3.78854E-04	3.66854E-01	1.09875E-02	1.02786E+00	8.30590E+00
4.81741E-01	3.83958E-04	3.67370E-01	1.11960E-02	1.03147E+00	8.22190E+00
4.82257E-01	3.89189E-04	3.67884E-01	1.14072E-02	1.03509E+00	8.12848E+00
4.82775E-01	3.94529E-04	3.68393E-01	1.16209E-02	1.03873E+00	8.02571E+00
4.83293E-01	3.99958E-04	3.68902E-01	1.18379E-02	1.04241E+00	7.91346E+00
4.83811E-01	4.05477E-04	3.69410E-01	1.20589E-02	1.04610E+00	7.79260E+00
4.84329E-01	4.11087E-04	3.69919E-01	1.22839E-02	1.04982E+00	7.66322E+00
4.84847E-01	4.16791E-04	3.70427E-01	1.25131E-02	1.05358E+00	7.52482E+00
4.85365E-01	4.22590E-04	3.70936E-01	1.27465E-02	1.05737E+00	7.37869E+00
4.85883E-01	4.28485E-04	3.71444E-01	1.29841E-02	1.06118E+00	7.22526E+00
4.86402E-01	4.34478E-04	3.71953E-01	1.32261E-02	1.06505E+00	7.06374E+00
4.86920E-01	4.40571E-04	3.72461E-01	1.34724E-02	1.06896E+00	6.89531E+00
4.87438E-01	4.46766E-04	3.72969E-01	1.37233E-02	1.07289E+00	6.72114E+00
4.87956E-01	4.53064E-04	3.73478E-01	1.39788E-02	1.07689E+00	6.54047E+00
4.88474E-01	4.59467E-04	3.73986E-01	1.42388E-02	1.08094E+00	6.35396E+00
4.88992E-01	4.65977E-04	3.74494E-01	1.45031E-02	1.08501E+00	6.16361E+00
4.89510E-01	4.72596E-04	3.74998E-01	1.47703E-02	1.08915E+00	5.96887E+00
4.90029E-01	4.79333E-04	3.75498E-01	1.50403E-02	1.09336E+00	5.76923E+00
4.90552E-01	4.86242E-04	3.75997E-01	1.53142E-02	1.09762E+00	5.56755E+00
4.91083E-01	4.93369E-04	3.76495E-01	1.55930E-02	1.10191E+00	5.36402E+00
4.91617E-01	5.00667E-04	3.76994E-01	1.58767E-02	1.10631E+00	5.15681E+00
4.92151E-01	5.08090E-04	3.77493E-01	1.61654E-02	1.11077E+00	4.94855E+00
4.92685E-01	5.15641E-04	3.77992E-01	1.64592E-02	1.11527E+00	4.74108E+00
4.93219E-01	5.23323E-04	3.78490E-01	1.67583E-02	1.11986E+00	4.53238E+00
4.93753E-01	5.31137E-04	3.78989E-01	1.70625E-02	1.12455E+00	4.32289E+00
4.94287E-01	5.39087E-04	3.79488E-01	1.73721E-02	1.12928E+00	4.11628E+00
4.94821E-01	5.47174E-04	3.79987E-01	1.76872E-02	1.13409E+00	3.91139E+00
4.95355E-01	5.55401E-04	3.80486E-01	1.80078E-02	1.13907E+00	3.70551E+00
4.95889E-01	5.63771E-04	3.80984E-01	1.83339E-02	1.14412E+00	3.50258E+00
4.96423E-01	5.72286E-04	3.81483E-01	1.86658E-02	1.14923E+00	3.30481E+00
4.96958E-01	5.80948E-04	3.81980E-01	1.90020E-02	1.15447E+00	3.10907E+00
4.97492E-01	5.89760E-04	3.82471E-01	1.93407E-02	1.15988E+00	2.91553E+00
4.98026E-01	5.98725E-04	3.82960E-01	1.96829E-02	1.16535E+00	2.72846E+00
4.98560E-01	6.07845E-04	3.83448E-01	2.00306E-02	1.17091E+00	2.54702E+00
4.99096E-01	6.17154E-04	3.83936E-01	2.03842E-02	1.17669E+00	2.36802E+00
4.99639E-01	6.26754E-04	3.84424E-01	2.07439E-02	1.18263E+00	2.19457E+00
5.00191E-01	6.36686E-04	3.84912E-01	2.11096E-02	1.18860E+00	2.03012E+00
5.00746E-01	6.46862E-04	3.85401E-01	2.14815E-02	1.19474E+00	1.87155E+00
5.01302E-01	6.57223E-04	3.85889E-01	2.18596E-02	1.20116E+00	1.71665E+00
5.01857E-01	6.67771E-04	3.86377E-01	2.22442E-02	1.20772E+00	1.56973E+00
5.02413E-01	6.78509E-04	3.86865E-01	2.26352E-02	1.21434E+00	1.43248E+00
5.02969E-01	6.89441E-04	3.87353E-01	2.30328E-02	1.22120E+00	1.30137E+00
5.03524E-01	7.00570E-04	3.87841E-01	2.34371E-02	1.22835E+00	1.17595E+00
5.04080E-01	7.11901E-04	3.88329E-01	2.38481E-02	1.23563E+00	1.05960E+00
5.04636E-01	7.23436E-04	3.88817E-01	2.42660E-02	1.24300E+00	9.52392E-01
5.05191E-01	7.35180E-04	3.89304E-01	2.46895E-02	1.25068E+00	8.51394E-01
5.05747E-01	7.47135E-04	3.89785E-01	2.51159E-02	1.25866E+00	7.56891E-01
5.06302E-01	7.59307E-04	3.90263E-01	2.55455E-02	1.26675E+00	6.71165E-01
5.06858E-01	7.71699E-04	3.90740E-01	2.59810E-02	1.27496E+00	5.93535E-01
5.07414E-01	7.84315E-04	3.91216E-01	2.64235E-02	1.28351E+00	5.21767E-01
5.07969E-01	7.97159E-04	3.91692E-01	2.68732E-02	1.29237E+00	4.56109E-01
5.08530E-01	8.10353E-04	3.92169E-01	2.73302E-02	1.30134E+00	3.97819E-01
5.09101E-01	8.24049E-04	3.92645E-01	2.77945E-02	1.31043E+00	3.46097E-01
5.09680E-01	8.38165E-04	3.93122E-01	2.82663E-02	1.31988E+00	2.99296E-01
5.10258E-01	8.52568E-04	3.93598E-01	2.87457E-02	1.32967E+00	2.57349E-01
5.10837E-01	8.67243E-04	3.94075E-01	2.92327E-02	1.33957E+00	2.20822E-01
5.11416E-01	8.82194E-04	3.94551E-01	2.97276E-02	1.34958E+00	1.89071E-01
5.11995E-01	8.97427E-04	3.95028E-01	3.02304E-02	1.35996E+00	1.60937E-01
5.12574E-01	9.12946E-04	3.95504E-01	3.07412E-02	1.37072E+00	1.36183E-01
5.13153E-01	9.28758E-04	3.95980E-01	3.12601E-02	1.38160E+00	1.15003E-01
5.13732E-01	9.44867E-04	3.96457E-01	3.17873E-02	1.39261E+00	9.69319E-02
5.14311E-01	9.61280E-04	3.96931E-01	3.23207E-02	1.40400E+00	8.12336E-02
5.14890E-01	9.78001E-04	3.97401E-01	3.28567E-02	1.41578E+00	6.76924E-02
5.15469E-01	9.95037E-04	3.97866E-01	3.33961E-02	1.42768E+00	5.63138E-02
5.16048E-01	1.01239E-03	3.98330E-01	3.39423E-02	1.43975E+00	4.67453E-02
5.16627E-01	1.03008E-03	3.98794E-01	3.44968E-02	1.45225E+00	3.85688E-02
5.17206E-01	1.04809E-03	3.99258E-01	3.50599E-02	1.46511E+00	3.16715E-02
5.17790E-01	1.06659E-03	3.99722E-01	3.56316E-02	1.47805E+00	2.59861E-02
5.18383E-01	1.08577E-03	4.00186E-01	3.62120E-02	1.49123E+00	2.12648E-02
5.18984E-01	1.10556E-03	4.00650E-01	3.68012E-02	1.50483E+00	1.73030E-02
5.19586E-01	1.12578E-03	4.01114E-01	3.73994E-02	1.51864E+00	1.40469E-02
5.20188E-01	1.14640E-03	4.01578E-01	3.80066E-02	1.53254E+00	1.14000E-02
5.20791E-01	1.16742E-03	4.02042E-01	3.86231E-02	1.54666E+00	9.23132E-03
5.21393E-01	1.18885E-03	4.02506E-01	3.92488E-02	1.56096E+00	7.46296E-03
5.21995E-01	1.21070E-03	4.02970E-01	3.98840E-02	1.57533E+00	6.03460E-03
5.22597E-01	1.23298E-03	4.03434E-01	4.05287E-02	1.58976E+00	4.88194E-03
5.23199E-01	1.25569E-03	4.03898E-01	4.11831E-02	1.60426E+00	3.95177E-03
5.23802E-01	1.27885E-03	4.04362E-01	4.18473E-02	1.61879E+00	3.20403E-03
5.24404E-01	1.30245E-03	4.04823E-01	4.25174E-02	1.63333E+00	2.60462E-03
5.25006E-01	1.32652E-03	4.05278E-01	4.31884E-02	1.64787E+00	2.12514E-03
5.25608E-01	1.35106E-03	4.05730E-01	4.38635E-02	1.66241E+00	1.74333E-03
5.26210E-01	1.37608E-03	4.06180E-01	4.45475E-02	1.67695E+00	1.44169E-03
5.26813E-01	1.40160E-03	4.06631E-01	4.52414E-02	1.69149E+00	1.20671E-03
5.27420E-01	1.42783E-03	4.07082E-01	4.59452E-02	1.70604E+00	1.02822E-03
5.28037E-01	1.45500E-03	4.07533E-01	4.66592E-02	1.72058E+00	8.98970E-04
5.28658E-01	1.48291E-03	4.07984E-01	4.73833E-02	1.73512E+00	8.14324E-04
5.29280E-01	1.51139E-03	4.08435E-01	4.81178E-02	1.74966E+00	7.72023E-04
5.29901E-01	1.54043E-03	4.08886E-01	4.88627E-02	1.76420E+00	7.72023E-04
5.30523E-01	1.57007E-03	4.09336E-01	4.96182E-02	0.00000E+00	0.00000E+00
5.31144E-01	1.60029E-03	4.09787E-01	5.03844E-02	0.00000E+00	0.00000E+00
5.31765E-01	1.63113E-03	4.10238E-01	5.11614E-02	0.00000E+00	0.00000E+00
5.32386E-01	1.66258E-03	4.10689E-01	5.19493E-02	0.00000E+00	0.00000E+00
5.33008E-01	1.69466E-03	4.11140E-01	5.27484E-02	0.00000E+00	0.00000E+00
5.33629E-01	1.72739E-03	4.11591E-01	5.35586E-02	0.00000E+00	0.00000E+00
5.34250E-01	1.76077E-03	4.12042E-01	5.43803E-02	0.00000E+00	0.00000E+00
5.34872E-01	1.79482E-03	4.12492E-01	5.52122E-02	0.00000E+00	0.00000E+00
5.35493E-01	1.82956E-03	4.12938E-01	5.60481E-02	0.00000E+00	0.00000E+00
5.36115E-01	1.86498E-03	4.13378E-01	5.68836E-02	0.00000E+00	0.00000E+00
5.36737E-01	1.90122E-03	4.13815E-01	5.77250E-02	0.00000E+00	0.00000E+00
5.37365E-01	1.93843E-03	4.14252E-01	5.85776E-02	0.00000E+00	0.00000E+00
5.37995E-01	1.97663E-03	4.14690E-01	5.94417E-02	0.00000E+00	0.00000E+00
5.38627E-01	2.01565E-03	4.15127E-01	6.03173E-02	0.00000E+00	0.00000E+00
5.39259E-01	2.05547E-03	4.15564E-01	6.12045E-02	0.00000E+00	0.00000E+00
5.39891E-01	2.09609E-03	4.16001E-01	6.21036E-02	0.00000E+00	0.00000E+00
5.40523E-01	2.13755E-03	4.16438E-01	6.30145E-02	0.00000E+00	0.00000E+00
5.41155E-01	2.17984E-03	4.16875E-01	6.39376E-02	0.00000E+00	0.00000E+00
5.41787E-01	2.22299E-03	4.17312E-01	6.48728E-02	0.00000E+00	0.00000E+00
5.42418E-01	2.26701E-03	4.17750E-01	6.58204E-02	0.00000E+00	0.00000E+00
5.43050E-01	2.31193E-03	4.18187E-01	6.67805E-02	0.00000E+00	0.00000E+00
5.43682E-01	2.35775E-03	4.18624E-01	6.77532E-02	0.00000E+00	0.00000E+00
5.44314E-01	2.40450E-03	4.19061E-01	6.87387E-02	0.00000E+00	0.00000E+00
5.44946E-01	2.45220E-03	4.19498E-01	6.97371E-02	0.00000E+00	0.00000E+00
5.45578E-01	2.50086E-03	4.19936E-01	7.07485E-02	0.00000E+00	0.00000E+00
5.46209E-01	2.55050E-03	4.20373E-01	7.17732E-02	0.00000E+00	0.00000E+00
5.46841E-01	2.60112E-03	4.20808E-01	7.28069E-02	0.00000E+00	0.00000E+00
5.47472E-01	2.65274E-03	4.21238E-01	7.38414E-02	0.00000E+00	0.00000E+00
5.48103E-01	2.70538E-03	4.21663E-01	7.48772E-02	0.00000E+00	0.00000E+00
5.48734E-01	2.75909E-03	4.22087E-01	7.59223E-02	0.00000E+00	0.00000E+00
5.49366E-01	2.81387E-03	4.22510E-01	7.69808E-02	0.00000E+00	0.00000E+00
5.49997E-01	2.86976E-03	4.22934E-01	7.80526E-02	0.00000E+00	0.00000E+00
5.50628E-01	2.92677E-03	4.23358E-01	7.91380E-02	0.00000E+00	0.00000E+00
5.51259E-01	2.98493E-03	4.23781E-01	8.02371E-02	0.00000E+00	0.00000E+00
5.51890E-01	3.04425E-03	4.24205E-01	8.13500E-02	0.00000E+00	0.00000E+00
5.52521E-01	3.10476E-03	4.24628E-01	8.24769E-02	0.00000E+00	0.00000E+00
5.53152E-01	3.16648E-03	4.25052E-01	8.36180E-02	0.00000E+00	0.00000E+00
5.53783E-01	3.22944E-03	4.25476E-01	8.47733E-02	0.00000E+00	0.00000E+00
5.54414E-01	3.29366E-03	4.25899E-01	8.59430E-02	0.00000E+00	0.00000E+00
5.55045E-01	3.35917E-03	4.26323E-01	8.71274E-02	0.00000E+00	0.00000E+00
5.55676E-01	3.42598E-03	4.26746E-01	8.83265E-02	0.00000E+00	0.00000E+00
5.56306E-01	3.49395E-03	4.27170E-01	8.95405E-02	0.00000E+00	0.00000E+00
5.56931E-01	3.56281E-03	4.27593E-01	9.07695E-02	0.00000E+00	0.00000E+00
5.57553E-01	3.63264E-03	4.28017E-01	9.20139E-02	0.00000E+00	0.00000E+00
5.58174E-01	3.70373E-03	4.28441E-01	9.32736E-02	0.00000E+00	0.00000E+00
5.58795E-01	3.77622E-03	4.28864E-01	9.45488E-02	0.00000E+00	0.00000E+00
5.59416E-01	3.85013E-03	4.29285E-01	9.58313E-02	0.00000E+00	0.00000E+00
5.60037E-01	3.92548E-03	4.29700E-01	9.71110E-02	0.00000E+00	0.00000E+00
5.60658E-01	4.00230E-03	4.30111E-01	9.83945E-02	0.00000E+00	0.00000E+00
5.61279E-01	4.08063E-03	4.30522E-01	9.96919E-02	0.00000E+00	0.00000E+00
5.61899E-01	4.16048E-03	4.30933E-01	1.01005E-01	0.00000E+00	0.00000E+00
5.62520E-01	4.24189E-03	4.31343E-01	1.02333E-01	0.00000E+00	0.00000E+00
5.63141E-01	4.32489E-03	4.31754E-01	1.03677E-01	0.00000E+00	0.00000E+00
5.63762E-01	4.40951E-03	4.32165E-01	1.05037E-01	0.00000E+00	0.00000E+00
5.64383E-01	4.49577E-03	4.32575E-01	1.06413E-01	0.00000E+00	0.00000E+00
5.65004E-01	4.58371E-03	4.32986E-01	1.07806E-01	0.00000E+00	0.00000E+00
5.65625E-01	4.67336E-03	4.33397E-01	1.09214E-01	0.00000E+00	0.00000E+00
5.66244E-01	4.76446E-03	4.33808E-01	1.10640E-01	0.00000E+00	0.00000E+00
5.66857E-01	4.85648E-03	4.34218E-01	1.12082E-01	0.00000E+00	0.00000E+00
5.67465E-01	4.94943E-03	4.34629E-01	1.13541E-01	0.00000E+00	0.00000E+00
5.68071E-01	5.04387E-03	4.35040E-01	1.15017E-01	0.00000E+00	0.00000E+00
5.68678E-01	5.14009E-03	4.35450E-01	1.16510E-01	0.00000E+00	0.00000E+00
5.69284E-01	5.23814E-03	4.35861E-01	1.18021E-01	0.00000E+00	0.00000E+00
