         time	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.801168E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.851004E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.900845E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.950694E-02	 2.997748E+00	 1.997748E+00	 -1.000000E+00
 6.000531E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.050262E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.104894E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.154506E-02	 2.997748E+00	 1.997748E+00	 -1.000000E+00
 6.204065E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.253668E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.303296E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.352923E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.402510E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.452102E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.501692E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.551332E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.601047E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 6.650832E-02	 2.997748E+00	 1.997748E+00	 -1.000000E+00
 6.700639E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
