x[cm]_2	X-NO_2
3.915700E-01	4.846530E-01
3.926160E-01	4.890130E-01
3.936620E-01	4.934010E-01
3.947080E-01	4.978190E-01
3.957530E-01	5.022670E-01
3.967990E-01	5.067450E-01
3.978440E-01	5.112530E-01
3.988890E-01	5.157900E-01
3.999340E-01	5.203580E-01
4.009790E-01	5.249580E-01
4.020230E-01	5.295900E-01
4.030680E-01	5.342540E-01
4.041130E-01	5.389490E-01
4.051580E-01	5.436780E-01
4.062030E-01	5.484390E-01
4.072480E-01	5.532330E-01
4.082930E-01	5.580600E-01
4.093380E-01	5.629210E-01
4.103820E-01	5.678150E-01
4.114270E-01	5.727440E-01
4.124720E-01	5.777060E-01
4.135170E-01	5.827030E-01
4.145620E-01	5.877360E-01
4.156070E-01	5.928030E-01
4.166520E-01	5.979070E-01
4.176970E-01	6.030470E-01
4.187420E-01	6.082230E-01
4.197880E-01	6.134380E-01
4.208330E-01	6.186910E-01
4.218790E-01	6.239610E-01
4.229250E-01	6.292600E-01
4.239700E-01	6.345930E-01
4.250170E-01	6.399630E-01
4.260640E-01	6.453710E-01
4.271120E-01	6.508140E-01
4.281600E-01	6.562910E-01
4.292070E-01	6.618020E-01
4.302560E-01	6.673510E-01
4.313050E-01	6.729400E-01
4.323550E-01	6.785670E-01
4.334060E-01	6.842280E-01
4.344560E-01	6.899230E-01
4.355060E-01	6.956530E-01
4.365580E-01	7.014220E-01
4.376100E-01	7.072280E-01
4.386620E-01	7.130690E-01
4.397150E-01	7.189440E-01
4.407670E-01	7.248520E-01
4.418200E-01	7.307970E-01
4.428740E-01	7.367800E-01
4.439280E-01	7.427980E-01
4.449830E-01	7.488490E-01
4.460370E-01	7.549330E-01
4.470920E-01	7.610530E-01
4.481490E-01	7.672150E-01
4.492060E-01	7.734160E-01
4.502650E-01	7.796490E-01
4.513230E-01	7.859150E-01
4.523810E-01	7.922170E-01
4.534430E-01	7.985680E-01
4.545080E-01	8.049700E-01
4.555740E-01	8.114110E-01
4.566410E-01	8.178840E-01
4.577070E-01	8.243870E-01
4.587770E-01	8.309430E-01
4.598540E-01	8.375740E-01
4.609340E-01	8.442610E-01
4.620150E-01	8.509800E-01
4.630960E-01	8.577320E-01
4.641790E-01	8.645310E-01
4.652700E-01	8.714080E-01
4.663680E-01	8.783700E-01
4.674700E-01	8.853820E-01
4.685720E-01	8.924280E-01
4.696740E-01	8.995050E-01
4.707810E-01	9.066540E-01
4.719010E-01	9.139170E-01
4.730290E-01	9.212610E-01
4.741570E-01	9.286430E-01
4.752850E-01	9.360580E-01
4.764150E-01	9.435240E-01
4.775550E-01	9.510900E-01
4.787080E-01	9.587700E-01
4.798650E-01	9.665190E-01
4.810220E-01	9.743040E-01
4.821790E-01	9.821250E-01
4.833420E-01	9.900210E-01
4.845190E-01	9.980450E-01
4.857050E-01	1.006170E+00
4.868930E-01	1.014360E+00
4.880820E-01	1.022570E+00
4.892710E-01	1.030840E+00
4.904690E-01	1.039200E+00
4.916820E-01	1.047710E+00
4.929030E-01	1.056310E+00
4.941230E-01	1.064950E+00
4.953440E-01	1.073630E+00
4.965680E-01	1.082370E+00
4.978050E-01	1.091250E+00
4.990540E-01	1.100260E+00
5.003070E-01	1.109350E+00
5.015610E-01	1.118470E+00
5.028150E-01	1.127640E+00
5.040750E-01	1.136910E+00
5.053520E-01	1.146340E+00
5.066380E-01	1.155890E+00
5.079260E-01	1.165490E+00
5.092140E-01	1.175140E+00
5.105030E-01	1.184850E+00
5.118020E-01	1.194690E+00
5.131170E-01	1.204700E+00
5.144400E-01	1.214810E+00
5.157620E-01	1.224970E+00
5.170850E-01	1.235180E+00
5.184110E-01	1.245480E+00
5.197510E-01	1.255920E+00
5.211020E-01	1.266520E+00
5.224580E-01	1.277200E+00
5.238130E-01	1.287940E+00
5.251680E-01	1.298730E+00
5.265300E-01	1.309620E+00
5.279060E-01	1.320680E+00
5.292900E-01	1.331860E+00
5.306750E-01	1.343100E+00
5.320600E-01	1.354400E+00
5.334470E-01	1.365780E+00
5.348410E-01	1.377270E+00
5.362470E-01	1.388920E+00
5.376570E-01	1.400660E+00
5.390670E-01	1.412470E+00
5.404770E-01	1.424340E+00
5.418910E-01	1.436300E+00
5.433130E-01	1.448400E+00
5.447430E-01	1.460620E+00
5.461750E-01	1.472930E+00
5.476070E-01	1.485300E+00
5.490390E-01	1.497740E+00
5.504760E-01	1.510290E+00
5.519220E-01	1.522990E+00
5.533730E-01	1.535800E+00
5.548250E-01	1.548680E+00
5.562760E-01	1.561640E+00
5.577290E-01	1.574670E+00
5.591870E-01	1.587830E+00
5.606530E-01	1.601130E+00
5.621210E-01	1.614520E+00
5.635900E-01	1.627990E+00
5.650580E-01	1.641530E+00
5.665290E-01	1.655170E+00
5.680060E-01	1.668950E+00
5.694880E-01	1.682840E+00
5.709720E-01	1.696830E+00
5.724550E-01	1.710890E+00
5.739380E-01	1.725030E+00
5.754250E-01	1.739290E+00
5.769180E-01	1.753680E+00
5.784150E-01	1.768190E+00
5.799110E-01	1.782770E+00
5.814070E-01	1.797440E+00
5.829040E-01	1.812200E+00
5.844060E-01	1.827090E+00
5.859120E-01	1.842110E+00
5.874200E-01	1.857230E+00
5.889290E-01	1.872430E+00
5.904370E-01	1.887720E+00
5.919470E-01	1.903130E+00
5.934620E-01	1.918660E+00
5.949800E-01	1.934330E+00
5.965000E-01	1.950090E+00
5.980190E-01	1.965940E+00
5.995390E-01	1.981890E+00
6.010620E-01	1.997950E+00
6.025900E-01	2.014170E+00
6.041210E-01	2.030520E+00
6.056520E-01	2.046950E+00
6.071830E-01	2.063480E+00
6.087160E-01	2.080120E+00
6.102520E-01	2.096900E+00
6.117940E-01	2.113830E+00
6.133380E-01	2.130880E+00
6.148820E-01	2.148030E+00
6.164250E-01	2.165280E+00
6.179710E-01	2.182650E+00
6.195230E-01	2.200180E+00
6.210800E-01	2.217870E+00
6.226380E-01	2.235680E+00
6.241950E-01	2.253580E+00
6.257530E-01	2.271590E+00
6.273140E-01	2.289740E+00
6.288840E-01	2.308090E+00
6.304560E-01	2.326590E+00
6.320300E-01	2.345210E+00
6.336030E-01	2.364010E+00
6.351770E-01	2.382940E+00
6.367570E-01	2.402050E+00
6.383430E-01	2.421370E+00
6.399330E-01	2.440830E+00
6.415230E-01	2.460420E+00
6.431130E-01	2.480130E+00
6.447050E-01	2.500000E+00
6.463050E-01	2.520080E+00
6.479110E-01	2.540360E+00
6.495190E-01	2.560780E+00
6.511270E-01	2.581330E+00
6.527350E-01	2.602010E+00
6.543480E-01	2.622880E+00
6.559700E-01	2.644000E+00
6.575970E-01	2.665310E+00
6.592250E-01	2.686760E+00
6.608520E-01	2.708340E+00
6.624810E-01	2.730070E+00
6.641160E-01	2.752010E+00
6.657580E-01	2.774180E+00
6.674030E-01	2.796530E+00
6.690470E-01	2.819010E+00
6.706920E-01	2.841630E+00
6.723380E-01	2.864400E+00
6.739870E-01	2.887360E+00
6.756380E-01	2.910490E+00
6.772900E-01	2.933760E+00
6.789420E-01	2.957180E+00
6.805930E-01	2.980730E+00
6.822430E-01	3.004400E+00
6.838910E-01	3.028170E+00
6.855360E-01	3.052070E+00
6.871820E-01	3.076110E+00
6.888280E-01	3.100300E+00
6.904720E-01	3.124600E+00
6.921090E-01	3.148940E+00
6.937390E-01	3.173320E+00
6.953670E-01	3.197820E+00
6.969950E-01	3.222450E+00
6.986230E-01	3.247230E+00
7.002460E-01	3.272080E+00
7.018580E-01	3.296900E+00
7.034630E-01	3.321740E+00
7.050650E-01	3.346680E+00
7.066670E-01	3.371770E+00
7.082690E-01	3.396990E+00
7.098640E-01	3.422240E+00
7.114420E-01	3.447360E+00
7.130070E-01	3.472410E+00
7.145700E-01	3.497560E+00
7.161340E-01	3.522840E+00
7.176970E-01	3.548260E+00
7.192520E-01	3.573680E+00
7.207860E-01	3.598870E+00
7.222990E-01	3.623850E+00
7.238060E-01	3.648870E+00
7.253130E-01	3.674000E+00
7.268200E-01	3.699260E+00
7.283270E-01	3.724620E+00
7.298160E-01	3.749820E+00
7.312740E-01	3.774600E+00
7.327160E-01	3.799240E+00
7.341590E-01	3.823990E+00
7.356010E-01	3.848850E+00
7.370440E-01	3.873850E+00
7.384850E-01	3.899100E+00
7.399080E-01	3.924160E+00
7.413020E-01	3.948840E+00
7.426830E-01	3.973400E+00
7.440640E-01	3.998080E+00
7.454450E-01	4.022870E+00
7.468260E-01	4.047770E+00
7.482070E-01	4.072780E+00
7.495780E-01	4.097730E+00
7.509260E-01	4.122380E+00
7.522580E-01	4.146830E+00
7.535880E-01	4.171340E+00
7.549170E-01	4.195950E+00
7.562460E-01	4.220660E+00
7.575750E-01	4.245480E+00
7.589040E-01	4.270400E+00
7.602220E-01	4.295220E+00
7.615180E-01	4.319710E+00
7.628030E-01	4.344090E+00
7.640870E-01	4.368540E+00
7.653710E-01	4.393090E+00
7.666540E-01	4.417740E+00
7.679380E-01	4.442470E+00
7.692220E-01	4.467300E+00
7.704990E-01	4.492080E+00
7.717580E-01	4.516620E+00
7.730050E-01	4.541000E+00
7.742490E-01	4.565400E+00
7.754930E-01	4.589890E+00
7.767370E-01	4.614460E+00
7.779810E-01	4.639120E+00
7.792250E-01	4.663850E+00
7.804690E-01	4.688660E+00
7.817040E-01	4.713380E+00
7.829220E-01	4.737840E+00
7.841320E-01	4.762210E+00
7.853420E-01	4.786650E+00
7.865520E-01	4.811170E+00
7.877620E-01	4.835760E+00
7.889730E-01	4.860430E+00
7.901830E-01	4.885160E+00
7.913930E-01	4.909970E+00
7.925970E-01	4.934730E+00
7.937900E-01	4.959310E+00
7.949760E-01	4.983820E+00
7.961610E-01	5.008380E+00
7.973470E-01	5.033010E+00
7.985320E-01	5.057700E+00
7.997180E-01	5.082450E+00
8.009030E-01	5.107270E+00
8.020890E-01	5.132140E+00
8.032730E-01	5.157040E+00
8.044530E-01	5.181910E+00
8.056270E-01	5.206710E+00
8.067990E-01	5.231530E+00
8.079710E-01	5.256400E+00
8.091430E-01	5.281330E+00
8.103150E-01	5.306300E+00
8.114870E-01	5.331330E+00
8.126590E-01	5.356410E+00
8.138310E-01	5.381540E+00
8.150030E-01	5.406710E+00
8.161730E-01	5.431880E+00
8.173410E-01	5.457070E+00
8.185090E-01	5.482290E+00
8.196760E-01	5.507550E+00
8.208440E-01	5.532850E+00
8.220120E-01	5.558200E+00
8.231790E-01	5.583580E+00
8.243470E-01	5.609000E+00
8.255140E-01	5.634460E+00
8.266820E-01	5.659960E+00
8.278500E-01	5.685490E+00
8.290170E-01	5.711060E+00
8.301850E-01	5.736660E+00
8.313530E-01	5.762290E+00
8.325200E-01	5.787950E+00
8.336880E-01	5.813640E+00
8.348560E-01	5.839350E+00
8.360230E-01	5.865100E+00
8.371910E-01	5.890860E+00
8.383580E-01	5.916660E+00
8.395260E-01	5.942480E+00
8.406950E-01	5.968330E+00
8.418630E-01	5.994210E+00
8.430330E-01	6.020290E+00
8.442020E-01	6.046440E+00
8.453710E-01	6.072620E+00
8.465400E-01	6.098820E+00
8.477090E-01	6.125040E+00
8.488780E-01	6.151290E+00
8.500470E-01	6.177560E+00
8.512160E-01	6.203850E+00
8.523860E-01	6.230180E+00
8.535570E-01	6.256550E+00
8.547300E-01	6.282980E+00
8.559040E-01	6.309440E+00
8.570770E-01	6.335920E+00
8.582510E-01	6.362410E+00
8.594250E-01	6.388910E+00
8.605980E-01	6.415420E+00
8.617720E-01	6.441940E+00
8.629450E-01	6.468460E+00
8.641190E-01	6.495000E+00
8.652930E-01	6.521540E+00
8.664710E-01	6.548180E+00
8.676560E-01	6.574960E+00
8.688430E-01	6.601820E+00
8.700300E-01	6.628670E+00
8.712180E-01	6.655520E+00
8.724050E-01	6.682360E+00
8.735920E-01	6.709200E+00
8.747790E-01	6.736040E+00
8.759670E-01	6.762860E+00
8.771540E-01	6.789680E+00
8.783420E-01	6.816500E+00
8.795370E-01	6.843470E+00
8.807460E-01	6.870740E+00
8.819620E-01	6.898140E+00
8.831770E-01	6.925520E+00
8.843920E-01	6.952880E+00
8.856080E-01	6.980230E+00
8.868230E-01	7.007550E+00
8.880390E-01	7.034850E+00
8.892540E-01	7.062130E+00
8.904690E-01	7.089380E+00
8.916920E-01	7.116760E+00
8.929330E-01	7.144540E+00
8.941910E-01	7.172650E+00
8.954530E-01	7.200830E+00
8.967160E-01	7.228970E+00
8.979780E-01	7.257080E+00
8.992400E-01	7.285150E+00
9.005030E-01	7.313180E+00
9.017650E-01	7.341170E+00
9.030280E-01	7.369120E+00
9.043050E-01	7.397360E+00
9.056150E-01	7.426260E+00
9.069430E-01	7.455510E+00
9.082720E-01	7.484730E+00
9.096010E-01	7.513900E+00
9.109300E-01	7.543010E+00
9.122600E-01	7.572060E+00
9.135890E-01	7.601050E+00
9.149200E-01	7.630010E+00
9.162730E-01	7.659410E+00
9.176680E-01	7.689610E+00
9.190810E-01	7.720150E+00
9.204940E-01	7.750620E+00
9.219070E-01	7.781010E+00
9.233210E-01	7.811310E+00
9.247340E-01	7.841540E+00
9.261490E-01	7.871700E+00
9.275900E-01	7.902340E+00
9.290800E-01	7.933940E+00
9.305950E-01	7.965950E+00
9.321100E-01	7.997850E+00
9.336240E-01	8.029640E+00
9.351390E-01	8.061330E+00
9.366530E-01	8.092900E+00
9.381900E-01	8.124820E+00
9.397780E-01	8.157680E+00
9.414030E-01	8.191200E+00
9.430370E-01	8.224740E+00
9.446710E-01	8.258150E+00
9.463050E-01	8.291420E+00
9.479390E-01	8.324660E+00
9.496110E-01	8.358660E+00
9.513540E-01	8.393990E+00
9.531340E-01	8.429880E+00
9.549130E-01	8.465610E+00
9.566920E-01	8.501180E+00
9.584710E-01	8.536580E+00
9.602870E-01	8.572530E+00
9.621810E-01	8.609840E+00
9.641210E-01	8.647880E+00
9.660670E-01	8.685810E+00
9.680130E-01	8.723540E+00
9.699700E-01	8.761270E+00
9.719820E-01	8.799840E+00
9.740690E-01	8.839610E+00
9.761880E-01	8.879740E+00
9.783080E-01	8.919620E+00
9.804320E-01	8.959330E+00
9.826030E-01	8.999650E+00
9.848560E-01	9.041200E+00
9.871470E-01	9.083160E+00
9.894390E-01	9.124810E+00
9.917450E-01	9.166430E+00
9.941130E-01	9.208840E+00
9.965580E-01	9.252280E+00
9.990340E-01	9.295910E+00
1.001510E+00	9.339180E+00
1.004030E+00	9.382910E+00
1.006660E+00	9.428000E+00
1.009340E+00	9.473680E+00
1.012030E+00	9.519040E+00
1.014770E+00	9.564740E+00
1.017610E+00	9.611730E+00
1.020520E+00	9.659450E+00
1.023450E+00	9.706900E+00
1.026440E+00	9.754790E+00
1.029540E+00	9.804100E+00
1.032720E+00	9.853910E+00
1.035920E+00	9.903550E+00
1.039210E+00	9.953940E+00
1.042620E+00	1.000540E+01
1.046060E+00	1.005690E+01
1.049570E+00	1.010860E+01
1.053210E+00	1.016160E+01
1.056920E+00	1.021520E+01
1.060690E+00	1.026880E+01
1.064570E+00	1.032340E+01
1.068560E+00	1.037850E+01
1.072600E+00	1.043370E+01
1.076760E+00	1.048960E+01
1.081030E+00	1.054620E+01
1.085380E+00	1.060280E+01
1.089840E+00	1.065990E+01
1.094430E+00	1.071780E+01
1.099100E+00	1.077560E+01
1.103870E+00	1.083380E+01
1.108790E+00	1.089270E+01
1.113790E+00	1.095140E+01
1.118890E+00	1.101020E+01
1.124140E+00	1.106970E+01
1.129470E+00	1.112880E+01
1.134880E+00	1.118770E+01
1.140450E+00	1.124710E+01
1.146080E+00	1.130610E+01
1.151780E+00	1.136460E+01
1.157620E+00	1.142310E+01
1.163530E+00	1.148140E+01
1.169490E+00	1.153900E+01
1.175550E+00	1.159620E+01
1.181690E+00	1.165300E+01
1.187860E+00	1.170890E+01
1.194100E+00	1.176410E+01
1.200450E+00	1.181920E+01
1.206870E+00	1.187360E+01
1.213290E+00	1.192680E+01
1.219800E+00	1.197960E+01
1.226430E+00	1.203210E+01
1.233120E+00	1.208390E+01
1.239810E+00	1.213450E+01
1.246580E+00	1.218460E+01
1.253520E+00	1.223470E+01
1.260540E+00	1.228420E+01
1.267570E+00	1.233260E+01
1.274640E+00	1.238010E+01
1.281860E+00	1.242750E+01
1.289250E+00	1.247490E+01
1.296700E+00	1.252130E+01
1.304150E+00	1.256670E+01
1.311680E+00	1.261140E+01
1.319440E+00	1.265620E+01
1.327380E+00	1.270090E+01
1.335380E+00	1.274470E+01
1.343370E+00	1.278730E+01
1.351450E+00	1.282910E+01
1.359730E+00	1.287090E+01
1.368200E+00	1.291240E+01
1.376730E+00	1.295290E+01
1.385250E+00	1.299230E+01
1.393790E+00	1.303060E+01
1.402390E+00	1.306810E+01
1.411050E+00	1.310470E+01
1.419720E+00	1.314020E+01
1.428400E+00	1.317470E+01
1.437050E+00	1.320800E+01
1.445570E+00	1.323980E+01
1.453900E+00	1.327000E+01
1.462130E+00	1.329890E+01
1.470370E+00	1.332700E+01
1.478610E+00	1.335430E+01
1.486750E+00	1.338030E+01
1.494580E+00	1.340470E+01
1.502120E+00	1.342740E+01
1.509570E+00	1.344920E+01
1.517020E+00	1.347040E+01
1.524470E+00	1.349090E+01
1.531890E+00	1.351080E+01
1.539100E+00	1.352940E+01
1.546020E+00	1.354680E+01
1.552810E+00	1.356340E+01
1.559600E+00	1.357940E+01
1.566390E+00	1.359500E+01
1.573180E+00	1.361000E+01
1.579930E+00	1.362450E+01
1.586570E+00	1.363830E+01
1.593050E+00	1.365130E+01
1.599480E+00	1.366370E+01
1.605900E+00	1.367570E+01
1.612330E+00	1.368730E+01
1.618760E+00	1.369840E+01
1.625180E+00	1.370910E+01
1.631560E+00	1.371930E+01
1.637900E+00	1.372900E+01
1.644210E+00	1.373820E+01
1.650530E+00	1.374700E+01
1.656840E+00	1.375540E+01
1.663160E+00	1.376330E+01
1.669480E+00	1.377080E+01
1.675790E+00	1.377790E+01
1.682110E+00	1.378450E+01
1.688420E+00	1.379070E+01
1.694740E+00	1.379640E+01
1.701050E+00	1.380160E+01
1.707370E+00	1.380640E+01
1.713680E+00	1.381070E+01
1.720000E+00	1.381450E+01
1.726310E+00	1.381780E+01
1.732630E+00	1.382060E+01
1.738940E+00	1.382290E+01
1.745260E+00	1.382460E+01
1.751570E+00	1.382590E+01
1.757890E+00	1.382650E+01
1.764200E+00	1.382650E+01
